Source,Target
10424,12113
10654,19305
11844,9060
12966,3674
12966,3740
13296,15920
13296,16533
14466,3674
15920,16533
15920,3758
16533,13296
16533,3674
19387,11844
19387,32769
19387,32851
19387,32851
19387,32851
19387,3674
1947,11844
1947,3674
22761,26609
22761,35409
22780,16533
23695,32851
24647,32387
25557,11581
25557,11581
25557,11581
25557,11581
25883,28125
25987,11844
25987,3674
25987,3674
26133,29197
26210,9194
26483,16533
2765,19325
29684,11844
29684,3674
31773,3674
32552,24566
32552,33862
32560,29754
32851,19387
32871,14976
32871,29114
33048,12966
34477,32999
3627,3674
3674,14466
3674,15920
3674,15920
3674,25883
3674,25987
3674,30167
3674,32552
3674,32777
3674,32777
3674,32777
3674,35636
3674,4568
3674,4568
37299,3674
37299,3674
3982,3674
4232,11844
5171,11844
624,3674
9194,18390
15920,32552
25617,28463
4618,11844
4618,3674
19387,32552
10654,3674
15306,3674
35636,28125
4025,3674
4365,3674
23389,14262
14262,3674
14466,3674
4568,3674
32552,15920
32552,19387
32552,32851
32552,3674
328,3674
14466,3674
14466,3674
15766,11844
25883,3674
32777,3674
23510,5339
9060,11844
22999,3674
32552,12327
15920,32552
16533,3674
32552,32851
35636,3674
29684,3674
32552,32851
3674,25987
3674,25987
3674,25987
3674,29684
3674,29684
15225,3674
25987,3674
29684,3674
13296,16533
3674,25883
16533,11844
4025,11844
4025,3674
4025,5339
11844,10069
11844,37286
11844,37309
35636,3674
3627,11844
12182,29197
16533,3674
32851,32552
3627,3674
10654,3674
15920,18390
3674,32552
4025,11844
4025,3674
10165,28950
16291,32552
32552,190
3584,3641
32552,15920
32552,16291
3674,25987
3674,25987
3674,29684
3674,29684
14629,32552
4025,12113
4081,12113
15920,36850
25987,3674
29684,3674
10727,34121
32552,3674
32552,3674
3627,3674
13296,3698
16533,3641
13276,19913
14262,3674
15920,32552
15920,9194
14466,4025
25883,4025
32552,15920
32552,30286
32552,3674
32777,4025
32552,29082
32552,30511
11262,32560
4025,14466
4025,3674
15920,16291
36417,32552
3674,32552
9060,11844
369,12113
35636,3674
14466,3674
29082,32552
32777,3674
32777,3674
3674,16533
4568,3674
32552,15920
3674,16533
25987,3674
29684,3674
15766,3674
32552,29082
190,32552
32552,24507
3674,25883
3674,25883
15920,16291
15920,32552
15920,3674
30466,32552
32371,3674
32552,206
32560,25797
9194,2508
3674,35636
32552,190
16533,11844
25987,3674
29684,3674
32552,29119
32552,3674
16533,11844
32851,11844
35426,32552
547,3674
25163,11844
15766,11844
15766,3674
17104,3674
4618,3674
32552,35426
35636,3674
15920,32552
19927,32552
32552,206
35426,32552
32552,15920
32560,32552
4297,29114
14466,3674
29909,32560
30466,3674
32552,32560
32777,3674
35426,3674
9194,1057
9194,2508
12113,3674
25987,3674
1057,2491
12113,11844
32552,15920
35636,3674
11844,16533
27370,3674
32552,12327
32552,17135
3674,14466
3674,14466
3674,14466
3674,25883
3674,25883
3674,25987
3674,29684
3674,32777
3674,32777
12113,18381
12113,3674
36131,3674
3674,16533
9194,2508
15920,32552
15920,3674
32552,30466
32552,32560
369,18381
4025,11844
4025,3674
4025,5302
19387,11844
19387,32552
19387,32851
32552,15920
32552,32851
32552,3674
3627,11844
19405,12113
15920,32552
15920,32552
25350,32560
6285,11844
10620,1057
15920,32552
32552,15920
32552,15920
25350,32560
25987,3674
2793,3674
32552,19387
32851,3674
32552,206
15920,32552
15920,34240
15920,3674
35636,3674
15920,32552
35636,28125
14466,3674
32552,15920
35636,3674
32552,15920
32552,3674
32552,3674
15920,32552
15920,32552
25987,3674
25987,3674
12113,18381
19325,3674
32552,15920
37201,3674
25163,11844
3674,32552
14466,3674
17338,32560
32552,3674
32552,3674
32777,3674
16533,11844
35636,3674
35636,3674
37201,3674
15920,11844
32552,15920
32552,19387
32552,27
3674,14466
22999,3674
15920,32552
36131,3674
37286,11844
37309,11844
15920,16533
369,12113
32552,15920
37299,3674
1572,11844
26210,18390
26251,3674
14466,3674
32777,3674
37299,3674
37299,3674
37299,3674
32552,30691
37299,3674
12113,10424
32552,35202
37299,3674
37299,3674
