Source,Target
10534,32545
1057,2407
10639,3627
10874,32545
11556,11844
11844,10654
11844,16533
11844,16533
11844,16533
11844,16533
11844,18390
11844,24647
11844,3581
11844,3627
11844,3670
11844,4618
11844,870
11844,870
1227,3674
12489,27933
13296,11844
13296,33048
138,3674
13847,11844
13847,3674
1401,3674
14435,32545
14466,28125
14466,3674
14466,3674
14466,3674
14466,3674
14466,3674
14466,3674
14466,3674
14466,3674
14466,3674
14466,3674
14720,3674
14720,3674
15060,20996
15442,32545
15884,32545
15980,28125
15980,3674
15980,3674
15980,3674
15980,3674
15980,3674
15980,3674
15980,3674
15980,3674
15980,3674
16124,32545
16307,3674
16356,32545
16533,11844
16745,32545
16841,3674
17433,16721
17848,3674
18390,11844
18390,3674
18390,3674
18390,3674
20762,3674
21682,21316
23994,3674
23994,3674
23994,3674
2407,1057
2407,28125
2407,28125
2407,3674
2407,3674
2407,3674
2407,3674
24150,3674
24647,3674
24647,3674
2525,27493
25617,32851
25884,3674
26503,3674
27208,21846
2793,3674
27933,12113
27933,3674
27933,3674
28125,23994
28125,23994
28125,30994
28125,32570
28125,3674
28125,3674
28499,3674
28711,23994
28711,23994
28711,3674
28732,3674
29165,3674
29837,30567
29837,32851
29837,3674
29888,3674
30466,3674
30994,11844
30994,3674
31025,32545
32545,25884
32851,3674
33048,3674
33470,32545
33774,3674
33844,3674
33990,32545
34524,32545
34830,12210
35636,11844
35636,11844
35636,11844
35636,3674
36030,3674
3614,27933
3614,3674
3627,16533
3674,10654
3674,10654
3674,10654
3674,11844
3674,16307
3674,16533
3674,16533
3674,16533
3674,16533
3674,16533
3674,16873
3674,19387
3674,26437
3674,29082
3674,30994
3674,32387
3674,36131
3674,3627
3674,3670
3674,3698
3674,7867
3674,870
3674,9194
37201,28125
37201,3674
37543,32545
4266,3674
5020,11844
6831,3674
7867,11844
7867,30994
7867,3674
7950,27933
7950,3674
7950,3674
8392,32545
9144,3674
9194,11844
9194,16533
9194,2407
9194,2407
9194,2407
9194,2407
9194,3674
9194,3674
972,32545
2407,9194
5803,9194
11383,1572
28711,3674
3982,3674
11844,16533
24279,870
13296,11844
13296,3674
1572,11383
1572,11844
1572,11844
28711,3674
3674,16533
3674,28711
3982,3674
11844,16533
13296,15920
12489,3674
14206,15766
15980,3674
2407,1057
35636,11844
35636,3674
13296,9194
29837,11844
29837,3674
35636,11844
35636,3674
16533,12113
11383,11844
11383,1572
11383,3674
13296,11844
13296,3674
13296,11844
15766,21077
15766,30032
33708,32545
34245,3674
9450,9194
18390,12113
26572,3674
34206,23994
37299,3674
3982,3674
10654,3674
11383,3674
11939,3674
25617,3674
29134,11844
29137,11844
11880,3674
15980,3674
30901,3674
14112,1432
15980,3674
14299,3674
35426,32545
37201,3674
38147,3674
1057,3674
24486,15766
24486,29274
2579,3674
5082,3674
11383,11844
11383,3674
3674,11844
37353,11844
23211,9194
29837,3674
11556,11844
11556,3674
3674,5832
11844,24647
11844,870
30994,3674
7867,3674
27014,2407
9194,2407
15980,3674
5119,3674
12113,12489
2579,3674
29837,3674
9194,2407
1057,2407
29387,3674
29928,3674
32349,3674
3982,3674
3982,3674
10639,34206
28394,3674
12113,16533
29837,11844
37201,3674
11383,3674
11958,11844
12113,37294
29231,3674
3674,1057
25888,20989
30097,11844
3674,28711
30994,3674
7867,3674
14971,3674
12489,3674
2407,1057
16307,3674
29837,11844
29837,3674
30555,3674
30994,3674
37299,3674
7867,3674
18390,3674
19445,3674
30994,3674
37127,3674
15766,3674
6113,25883
37201,3674
28711,3674
29837,3674
12210,3674
23621,3674
2407,1057
15060,32445
15300,15306
19325,12489
26310,11581
29134,11844
30994,11844
34487,30134
37201,3674
7867,11844
1057,3674
11383,3674
15300,15306
19325,14971
28711,3674
31025,10002
35915,32545
36229,1572
14079,30920
18390,16533
18390,23211
36229,11383
3674,30994
3674,7867
6113,30167
9194,16533
9194,23211
9194,2407
1057,3674
29345,11844
14466,3674
14466,3674
14798,6601
28711,3674
30567,30060
30994,3674
32387,3674
32579,3674
3674,11844
37299,30134
37299,3674
3982,3674
6113,16721
7867,3674
15666,32545
30994,3674
3674,11844
7867,3674
15306,3674
30134,3674
14971,28125
14971,3674
14971,3674
30994,11844
32851,3674
33031,3674
33957,3674
7867,11844
9194,3674
15306,3674
29199,3674
29674,3674
33031,3674
36229,3674
12489,3674
26137,35372
29387,3674
33576,3674
12489,3674
15980,3674
19387,11383
19387,11844
19387,3674
8918,11844
30567,3674
32851,3674
35076,3674
7155,3674
9194,3674
35509,3674
