Source,Target
1057,2407
10639,12866
11813,11844
11844,32387
11844,3674
11844,9194
12113,12489
12968,32545
12968,3674
13998,30994
14692,17762
14971,11844
14971,28125
15574,17024
15574,30167
15798,25775
15980,3674
16220,10002
16533,3627
16533,3627
16721,11844
17762,35838
18390,11844
18390,3674
18390,3674
18390,3674
19325,11844
19325,3674
19387,11844
19391,32545
19391,32545
19391,32545
19415,32545
2313,11844
23278,1683
23389,30567
23574,5624
23994,3674
2407,1057
2407,1057
24647,32545
24733,32545
25557,11844
25557,11844
25557,11844
25557,30994
25557,3614
25557,7867
26243,3674
26437,3674
27300,11844
27300,24566
27309,32545
28125,20192
28125,3674
28125,3674
28252,32545
28357,32545
28357,32545
28499,3674
29617,32545
29717,17762
30994,30032
30994,3674
30994,3674
30994,3674
30994,3674
30994,3674
31025,10002
31025,17762
31025,32545
31025,32545
32233,24679
32545,35240
32545,3674
32851,3773
35076,11844
35076,11844
35233,32545
35233,32545
35636,3674
3674,1057
3674,11383
3674,11844
3674,11844
3674,11844
3674,11844
3674,11844
3674,23994
3674,23994
3674,28125
3674,28499
3674,28711
3674,28711
3674,30994
3674,30994
3674,30994
3674,30994
3674,30994
3674,30994
3674,30994
3674,30994
3674,30994
3674,30994
3674,30994
3674,30994
3674,32545
3674,32545
3674,35076
3674,35636
3674,3687
3674,37201
37201,11844
37201,27709
37201,28125
37201,28125
37201,3674
37201,3674
37201,3674
37201,3674
37201,3674
37201,3674
37201,3674
37299,3674
6113,23902
6962,32545
7467,32545
7950,12113
7950,28125
8077,32387
9155,3674
9155,3674
9194,11844
9194,16533
9194,2407
9194,2407
9194,2407
9194,2407
9194,2407
9194,2407
9194,2407
9194,2407
9194,3674
9194,3674
9194,3674
9537,3674
9537,3674
9537,3674
14971,28125
12272,32545
28711,34422
28711,3674
7611,32545
35076,11844
35076,3674
35636,11844
35636,3674
12489,11844
16721,12113
23994,11844
23994,3674
28394,32545
28499,11844
28499,3674
30190,32545
4511,9194
13153,3674
31086,3674
35475,3674
14971,28125
22705,11844
2407,1057
29759,11844
30567,11844
37201,11844
4328,11844
30567,3674
7633,32545
37201,28125
19325,11844
19325,3674
37201,28125
7950,3674
8827,3674
12489,12113
15930,32387
35855,10002
15980,3674
3674,23994
3674,28499
3674,28711
11844,23994
11844,28499
11844,28711
11844,30994
15788,3674
32545,30994
23727,31822
23727,31822
11844,12866
14971,28125
15306,3674
25258,3674
5570,24545
14112,3674
9194,2407
30994,3674
24150,11844
37201,28125
9194,2407
14971,3674
16721,16456
2407,1057
12353,3674
14112,34422
14112,3674
15788,30567
28499,11844
30567,3674
9348,14112
12866,3674
23994,3674
28711,30994
28711,34422
3641,27321
23994,30994
23994,3674
2407,1057
28394,3674
28499,3674
28711,34422
28711,3674
3624,3674
23994,3674
28711,3674
30994,3674
18385,9194
9194,2407
13296,11844
13296,3674
23994,3674
28711,3674
4006,11844
12489,12113
15920,11844
15920,3674
23727,34422
23727,34422
14112,3674
19387,11844
19387,3674
8180,30584
12113,12489
3674,23994
3674,28711
7202,32545
2407,3674
3674,30994
9537,3674
3614,3674
3614,3674
7950,11844
7950,3674
7950,3674
3614,3674
3614,3674
3614,3674
3614,3674
3614,3674
7848,32545
7950,28125
7950,3674
7950,3674
33048,3674
14971,28125
35076,3674
35636,3674
12113,3614
12113,7950
15980,3674
30567,3674
30994,11844
3614,3674
12113,16456
28711,14466
28711,34422
33708,32545
3614,3674
7950,3674
