Source,Target
10405,11844
10654,34206
10654,3674
11844,10405
11844,13296
11844,19608
11844,5161
11844,7950
11844,870
11844,9194
12113,12489
12113,9194
12966,11844
12966,33048
13296,11844
14299,5870
14466,3674
14466,3674
1532,2032
15920,16533
16269,3674
16533,28711
16721,24679
17338,32545
17359,3674
18390,11844
18390,13860
18390,19426
18390,3674
18390,3674
18390,3930
19426,12113
1947,3674
22961,3674
22974,32545
23865,11844
24410,3674
25557,3674
26053,3674
30060,3674
30613,32545
31099,870
32560,16061
32560,28705
32560,30466
32560,35846
32851,3674
32851,3674
33048,3674
34206,3674
34245,3674
34943,32545
34957,32545
35516,1683
35636,3674
3584,3641
36054,32545
3614,3674
3627,3674
36437,3674
3674,14466
3674,16533
3674,18390
3674,18390
3674,2313
3674,30167
3674,30167
3674,33048
3674,7155
3674,9194
3674,9194
3674,9194
37201,3674
37233,11844
37345,4026
5178,3674
6113,2313
6113,33031
6113,4945
6113,9342
9194,11844
9194,3674
9194,3674
9194,3674
9194,3674
1947,3674
3627,11844
3627,3674
6113,15306
3614,3674
3614,3674
34749,14206
1572,25016
15922,25016
3627,3674
4614,25016
16533,13296
3614,3674
37299,3674
37612,32545
19426,3930
28711,3674
34749,30032
3614,3674
12113,19325
11844,16533
15225,3674
2579,3674
30511,3674
33048,3674
33048,3674
3614,3674
15980,3674
3614,3674
4081,19325
18390,3674
3674,15980
3674,37299
33048,3674
12113,11844
15980,3674
12113,11844
14262,3674
33048,3674
12113,18381
12113,9194
4182,3674
2313,11844
25987,11844
7950,11844
7950,3674
7950,3674
18390,3930
2313,11844
2313,3674
24150,11844
24150,3674
25987,11844
25987,3674
3627,3674
15980,32961
15980,33826
15980,37643
15980,9074
25557,11844
35400,3674
3614,3674
18381,12113
7542,32545
25557,3674
28711,3674
28711,3674
28711,3674
3614,3674
3614,3674
3627,3674
4232,11844
37201,3674
16533,3674
28711,3674
37201,3674
7950,11844
7950,3674
37227,3674
4081,19325
15922,33048
4614,33048
12113,18390
12966,33048
18390,3930
274,33048
5171,33048
12113,18381
3614,3674
37201,3674
4328,32545
10654,11844
28711,3674
16533,16721
16533,3674
3627,3674
15980,3674
33048,3674
37201,3674
14262,11844
11556,11844
11556,3674
15980,3674
3614,3674
28711,3674
3614,3674
3674,2353
37201,3674
5171,33048
274,33048
32185,1518
7950,11844
7950,3674
37201,3674
16374,18369
15980,3674
15980,3674
33048,3674
3674,27014
7950,3674
11844,1394
11844,18390
12966,3674
3674,18390
18369,16533
12113,8827
14262,3674
18369,11844
28183,3674
37201,3674
13860,3674
14299,3674
37299,3674
12113,11844
33576,3674
15574,206
15980,3674
2579,206
35426,206
36542,206
38086,206
13296,33048
13296,33048
13296,3674
10405,3674
30060,3674
15980,3674
18390,3674
23695,33048
38086,3674
11844,16533
10405,3674
11844,14262
11844,29759
11844,30567
30060,11844
3627,3674
14190,32545
15300,33564
15980,3674
30060,3674
30060,11844
30060,3674
3627,3674
3627,3674
37201,3674
7950,11844
7950,3674
7950,3674
11844,16533
14513,3674
3674,15980
3674,16533
3674,30060
9194,3930
28183,32552
27928,17632
7950,3674
7950,3674
15980,3674
30060,3674
3614,3674
3614,3674
16533,11844
3614,3674
6113,3674
3614,3674
13296,11844
13296,11844
6113,15306
6113,24310
15980,3674
30060,11844
30060,3674
7950,11844
7950,28125
15980,3674
28711,3674
3614,3674
37201,3674
11844,16533
28711,3674
3614,3674
10654,3674
3674,15980
3674,30060
9194,3674
3614,3674
11844,28685
11844,28686
28711,3674
28711,3674
3614,3674
3614,3674
3614,3674
37201,3674
37201,3674
16436,19325
3674,206
3674,11844
3674,15980
27899,11844
27899,11844
27899,3674
30511,3674
3627,3674
7950,11844
7950,3674
7950,3674
14971,3674
36131,3674
28711,3674
35400,3674
3614,3674
4081,12113
4081,19325
15306,3674
3614,3674
3614,3674
7950,3674
15306,3674
30060,11844
7950,11844
7950,3674
3674,15980
3674,30060
3614,3674
3614,3674
15980,3674
3614,3674
3614,3674
3614,3674
3614,3674
3614,3674
20086,24566
14466,3674
3614,3674
3614,3674
3614,3674
3674,16533
9194,20762
16533,34206
34206,3674
3614,3674
36595,32545
10654,2817
10654,34206
14052,3674
3627,3674
37201,3674
9194,13860
9194,20762
10654,2410
10654,6335
19325,32851
4025,12113
4081,12113
9060,11844
9060,3674
15766,3674
2579,26923
3614,3674
37201,32851
4081,19280
9060,3674
15980,3674
7511,15766
10654,2410
10654,34206
14112,23994
15306,3674
37201,28125
37201,3674
11844,16533
14466,3674
25883,3674
3674,16533
4568,3674
6300,12113
25883,32560
3614,3674
3614,3674
2313,11844
2313,3674
25987,11844
25987,3674
29766,11844
29766,3674
15766,3674
15980,13860
15980,3674
15980,3674
30511,1572
30511,33048
4081,12113
12011,19298
12039,11844
12039,3674
15980,3674
10639,2410
10639,34206
10654,27015
33048,30511
3614,3674
37201,3674
10654,34206
12113,4081
14466,3674
2313,3674
25987,3674
29766,3674
3614,3674
3614,3674
10639,2410
18369,11844
14466,3674
25883,3674
28711,3674
28711,3674
28711,3674
3614,3674
3614,3674
3614,3674
3614,3674
10654,34206
16533,12113
25016,32545
30511,3674
33048,3674
10654,2410
10654,27015
15766,3674
15920,3698
15920,3763
15920,5330
10654,34206
12113,8827
19325,11844
19325,3674
27928,17632
12913,23208
25883,3674
12913,23208
10654,34206
36131,11545
36131,36123
36131,36148
10639,18455
10654,18455
10654,6335
14466,3674
30511,3674
36131,3674
23389,3517
36131,3674
3614,3674
3614,3674
14262,3674
14971,3674
5171,37374
10654,18455
1518,18369
4025,11844
4025,3674
15766,3674
3614,3674
37201,3674
2313,11844
2313,3674
25987,11844
25987,3674
29766,11844
29766,3674
30511,3674
3627,3674
10654,2345
2313,11844
25987,11844
29766,11844
10654,3614
19325,11844
19325,3674
2032,16533
2313,11844
25987,11844
29766,11844
15980,3674
25883,3674
37201,3674
70,11844
70,3674
15766,3674
28711,3674
3614,3674
3614,3674
3614,3674
3627,3674
3674,15980
6113,16721
29165,3674
29165,3674
3674,15980
26171,3674
32387,29114
14971,3674
33048,30511
37201,3674
37299,3674
16533,11844
17327,32545
3614,3674
3674,11844
37299,3674
10654,2410
30567,3674
3627,3674
29766,3674
35400,3674
13296,11844
26171,3674
870,3674
14466,3674
18390,13860
18390,3930
30511,3674
37299,3674
17338,32545
19325,11844
19325,3674
37299,3674
10639,18455
14112,3674
14466,3674
15980,3674
15980,3674
22999,3674
2313,11844
25987,11844
3674,16533
37201,3674
37299,3674
870,16721
13860,18390
14299,18390
15766,3674
30511,3674
3614,3674
6113,2281
12113,8827
13860,18390
14299,18390
3641,3674
12966,3674
14262,3674
15766,3674
18390,13860
18390,3930
24150,3674
33738,32545
3674,30167
9194,13860
37201,3674
7155,3674
10639,10654
19666,3674
32777,3674
37299,3674
3982,3674
25883,3674
