Source,Target
10212,36862
10283,32545
10455,33564
10455,33564
10499,32545
10599,32545
10603,32545
10654,9194
10819,11844
11239,33564
1159,12118
11667,32545
11667,32545
11741,32545
11813,35768
11844,12138
11844,12138
11844,17848
11844,17848
11844,24506
11844,29599
11844,29601
11844,29617
11844,32851
11844,34374
11844,3982
11844,5161
11844,5161
11844,5199
11844,7950
11844,9194
12118,10984
12118,10984
12220,32545
12257,32851
12603,37299
12652,1683
12964,1683
12993,32545
13061,11844
13061,17966
1338,32545
13635,1683
13782,32545
13997,12019
13997,12019
13997,12508
13997,12508
14096,32545
14139,12118
14342,14368
14590,32545
14682,32545
14721,11844
15034,30294
15131,1683
15131,32545
15322,32545
15373,22947
15414,11844
15582,32545
15582,32545
15582,32545
15582,32545
15582,32545
15582,32545
15582,32545
15582,32545
15582,32545
15582,32545
15809,32851
15837,19737
15994,32336
15994,32545
15994,32545
16331,32545
16555,12019
16555,12019
16555,12019
16710,12220
1683,32545
1683,34459
1683,37299
17013,32545
17093,12118
17966,12019
17966,13061
18382,2478
19387,32851
19387,32851
19481,32545
19650,32851
19860,29082
20436,29717
2097,14368
2168,32545
2176,1683
22757,32545
22757,32545
22790,32545
23004,32545
23081,32545
24643,33564
25029,28046
25424,32545
25492,27954
25529,32545
25557,12220
25648,32545
25687,11844
25769,32545
25769,33564
25987,32545
25987,33564
26231,32545
26359,11844
26359,22025
26359,32545
26359,4853
26361,32545
26445,32545
26700,11844
26846,32545
26846,32545
26886,29617
26886,32545
26917,32545
26944,33564
26991,1683
27055,32545
27074,32545
27263,30106
27309,32545
27309,32545
27408,32545
28192,32545
28207,11844
28207,32545
28494,29499
28494,32545
28499,32545
28661,11844
28711,11844
28867,32545
28950,32545
29078,32545
29082,19860
29165,32545
29166,32545
29197,11844
29197,32545
29231,32545
29605,29082
29617,32545
29617,32545
29665,32545
29717,32545
29717,32545
29754,32545
29810,29402
29810,32545
29905,32545
29989,1683
29989,32545
29989,32545
29989,32545
30032,32545
30134,32545
30188,32545
30417,32545
30417,32545
30560,11844
30613,33564
31025,32545
32233,32545
32290,32545
32290,32545
32539,1683
32539,36610
32545,20436
32545,22858
32545,32851
32545,6813
32545,6880
32554,32545
32851,32545
32851,32545
32851,32545
32851,32545
32851,32545
32899,37374
33033,12019
33273,26628
33480,32545
33597,32545
33701,32545
33702,32545
33978,32545
34918,1683
34950,12118
35184,32545
35184,32545
35472,32545
35524,29197
35589,32545
35708,32545
35710,33564
35783,32545
35832,32545
35838,33564
36015,32545
36047,32545
36071,29757
36071,30255
36157,30032
36173,7449
36233,25596
36278,32545
3641,2172
3641,24339
3641,3613
3641,870
3642,20728
36429,32545
36567,32545
36589,6535
37201,1683
37282,32545
37299,1683
37299,32545
37299,32545
37299,32545
37374,32545
37465,21333
37466,21333
37562,32545
3998,1683
3998,1683
419,12118
419,12118
4215,32545
4268,32545
4372,32545
4854,2579
4959,22025
5054,24566
5619,32545
5621,1683
584,24566
6684,32545
7551,32560
7867,12118
7867,19586
8230,32545
8253,32545
8270,11813
9108,32545
9194,1483
9533,32545
9846,32545
998,29082
25385,25016
28080,33564
10384,3641
1683,32545
29754,32545
16307,32545
20552,32545
30567,32545
32539,32545
32952,23957
15125,1683
2313,32545
7950,32560
870,3641
11844,32560
15811,32545
16307,32545
28950,32545
32851,32545
3642,20728
7950,29810
11844,19387
14906,15994
14906,16153
32301,32545
32560,37242
1143,1683
12700,9382
13562,10993
13562,12900
13562,12917
13562,13567
13562,13570
13562,13589
13562,27090
13562,30737
13562,30738
13562,32063
13562,3563
13562,726
13562,9215
26359,32560
28950,3982
29402,26359
32851,32545
5009,30134
24339,27157
29345,1683
37242,11844
37242,32560
37242,7950
6907,12118
1143,1683
15131,12118
15131,32545
16153,32545
29397,26359
30994,1683
10002,32545
29402,32545
29402,37299
4328,32545
1159,12118
14599,25967
23049,32545
26359,11844
328,1683
37374,11844
23389,1683
2403,32545
28011,32545
3641,2170
5563,28625
15125,1683
26149,32545
30063,32545
32560,11844
33474,1683
3642,20728
11844,5078
27309,32545
32539,32545
1034,32545
1143,1683
11844,29810
15125,1683
15766,32545
20016,32545
29810,26359
32612,32560
32851,29499
32851,29810
32851,32560
32851,35395
33393,3641
34326,32545
34355,32545
10198,29165
1040,12118
16499,12113
19641,12118
19641,24173
26359,32560
27007,16320
32068,12118
32560,26359
32560,4959
3642,20728
12635,1683
15516,30578
16711,25016
168,32545
168,32545
24566,3641
26359,11844
28494,29810
29810,28494
30451,32545
30692,32851
32560,32612
33080,32545
34079,11844
37348,32545
37382,32545
4268,32545
23841,18030
24339,13296
26359,32851
26488,32560
29499,32560
29552,32545
29599,11844
30530,32545
30567,32545
32560,20093
32560,35045
32560,37242
3642,20728
4959,32851
1159,12118
15516,37299
24128,34473
29499,11844
29499,32545
29599,11844
29599,32545
32560,28099
32560,37299
33611,32545
35142,32545
35738,20984
37242,11844
37242,32560
4268,29047
12635,1683
15582,32545
15582,37299
30083,33520
32560,33362
369,1683
37242,32560
11844,30246
1483,1057
15125,12118
15125,1683
29599,26359
32545,12974
32545,25890
33958,32545
34749,32545
35395,32545
13782,11844
28099,32560
