Source,Target
11844,14466
11844,37242
12113,18381
12113,2227
12966,16795
13296,24330
13296,3698
13296,4618
14035,4923
14262,3674
14466,3674
14705,37201
15574,3674
19387,11844
19387,23695
19387,23695
19387,23695
19387,3674
24330,11844
24330,3674
24554,29082
25333,5608
25350,32560
25617,3674
25617,3674
25797,32560
25883,3674
25883,3674
25987,3674
25987,3674
26078,32552
27933,3674
28183,206
28394,26426
29082,37661
29684,3674
30246,11844
30567,11844
32387,3674
32545,30246
32552,29909
32552,30510
32552,3674
32560,29197
32745,32560
3627,3674
3674,11844
3674,14466
3674,20307
3674,25883
3674,30633
3674,30633
3674,32777
3674,37661
37661,12966
37661,13123
37661,15922
37661,19387
37661,19387
37661,29082
37661,32552
37661,3674
37661,37160
37661,4614
38130,21135
4232,11844
4232,11844
5020,11844
8258,11844
8827,25987
8827,29684
8918,3674
11999,3674
25883,3674
3614,3674
16533,11844
16533,3674
19325,11844
37201,3674
3674,25987
3674,32387
3674,32387
24330,3674
36131,3674
37201,3674
32777,3674
10654,3674
25987,11844
25987,3674
25987,3674
32387,11844
32387,3674
37201,3674
11934,3674
675,3674
37201,3674
4232,11844
675,11844
20353,3674
5847,19325
675,11844
27933,3674
37201,3674
37299,3674
9439,11844
9439,3674
36131,3674
672,11844
25659,28904
2227,3674
37201,3674
14262,11844
14262,3674
11939,11844
9439,11844
3674,29114
24604,3674
37201,3674
10405,3674
12113,11844
12113,3674
12829,11844
32545,30246
32545,30246
19325,18381
19325,2227
32545,30246
36402,6697
1683,11844
4025,14262
29684,29114
37201,3674
37299,29114
8074,32560
14262,3674
24898,3674
3627,3674
25883,3674
37201,3674
32545,30246
24330,16721
5829,3674
14466,3674
37201,3674
30246,11844
30992,19325
30992,3674
8074,32560
37201,3674
37201,3674
32545,30246
3674,25883
3674,25883
11581,25557
3627,3674
16533,3674
18381,19325
2333,19325
25883,3674
37201,3674
3614,3674
3627,3674
4618,11844
3674,30511
25987,3674
12113,2227
25987,11844
32387,11844
14262,3674
25987,3674
30246,11844
32387,3674
32545,30246
624,3674
14262,11844
30246,11844
32777,3674
32777,3674
4081,3674
25987,3674
32387,3674
10654,3674
11383,30134
30511,3674
32777,3674
3627,3674
624,3674
37201,3674
12113,3674
16533,3674
25987,3674
369,11844
19387,37661
19387,37661
37201,3674
8074,32560
30466,3674
3627,11844
3627,3674
1417,11844
37201,3674
2227,3674
16533,11844
16533,3674
32545,30246
32552,3674
35426,3674
3614,3674
27095,3674
3674,29114
32552,3674
37201,3674
37661,3674
675,3674
8514,11844
17338,32560
17338,32560
25350,32560
35426,3674
37201,3674
1151,14262
19325,3674
25987,3674
28078,37661
8313,26796
32745,11844
37661,3674
12113,11844
12113,3674
30246,11844
32745,11844
37299,11844
19325,3674
35636,3674
19325,3674
23763,11367
23763,18545
14262,3674
25350,32560
37661,3674
25855,32560
33031,14255
25797,32560
12974,3674
16533,11844
24330,11844
32777,3674
3614,3674
25987,3674
4232,11844
12113,11844
12113,3674
12113,3674
12113,3674
12113,3674
14262,3674
2093,3674
28184,3674
3674,15306
37201,3674
15727,32545
328,3674
30992,3674
3674,29114
4025,3674
25883,3674
3627,3674
22933,3674
32777,3674
25987,3674
25987,3674
3882,11844
25987,3674
24150,3674
14976,34006
29114,34006
32560,11844
37661,11844
37661,3674
12113,11844
10405,11844
3674,29114
37299,11844
8258,3674
12113,369
12113,11844
9194,18929
9194,8587
11844,35636
18381,12113
19491,12113
3614,3674
3674,32552
17338,32560
19325,11844
19325,3674
32552,4355
24310,6113
14103,30134
35636,3674
11383,32552
25883,3674
32552,12966
32552,190
33723,32545
12966,32552
16533,11844
19387,32552
25987,3674
28078,3674
3627,3674
14466,3674
32777,3674
3627,11844
3627,3674
17863,190
17863,37131
17863,37639
28183,190
28183,37131
28183,37639
32552,3674
32552,37661
35636,3674
3674,32552
32552,30588
19121,3674
32552,11383
32552,12966
32552,19387
24330,9194
35636,3674
32552,37661
12113,3674
32552,33048
37661,32552
32552,28437
32552,35508
25987,3674
19387,32552
33048,32552
3627,3674
37661,32552
12966,32552
4923,11844
32552,3674
26133,32560
32552,3674
35636,3674
3674,29114
15029,27998
32552,37661
11844,12113
25987,11844
25987,3674
25987,3674
25987,3674
29684,11844
29684,12113
29684,3674
29684,3674
3674,25987
3674,25987
3674,29684
3674,29684
37661,3674
36131,3674
29197,32560
4232,11844
4232,3674
15766,11844
15766,3674
25258,3674
32552,37131
32552,37639
32552,37640
32552,3773
32552,37130
37661,32552
32552,1217
32552,37661
19927,32552
32552,37661
11844,32552
24330,11844
29197,32560
32552,28393
17338,32560
37130,32552
