Source,Target
11844,12113
11844,35838
11844,35838
11844,4769
1209,21932
12113,13490
12113,30896
12113,5058
12113,9392
13246,29157
13490,12113
13490,8827
14049,29157
14136,14601
14189,29157
14692,11844
14692,11844
14692,11844
14692,35838
14705,31025
14705,4689
15240,1209
15680,29157
1572,8055
15983,9285
16220,10002
16801,24674
17248,9285
18409,12113
19426,35838
19699,12113
1971,1340
19933,1209
23678,26867
24090,11844
24192,14601
24566,10002
24566,19914
24566,29605
24566,37152
24566,4689
24566,5110
24566,7511
24566,8055
24566,9285
24566,9285
25168,4689
27007,24566
27007,24566
27256,1209
27334,11844
27467,15175
28362,11844
28362,11844
28362,11844
28362,35838
28420,15811
28630,8055
29606,35838
29617,17200
30134,25596
30511,9285
30594,35838
30642,1340
30896,12113
30994,11844
30994,11844
30994,35838
31025,11844
31025,35838
31025,35838
32458,29157
32851,11844
33103,1209
33450,11844
33450,11844
33450,35838
33564,24566
33564,30594
33564,35838
35838,14692
35838,3009
35838,30594
35838,35855
3641,24339
3641,4594
36642,30617
36643,1209
37152,8055
38163,12993
38168,30062
4364,35838
4364,35838
4487,11844
4832,24566
5058,23034
730,1248
7511,11844
7511,15766
7511,24566
8055,27007
8608,19667
9392,19667
9758,35838
9921,29157
23580,15709
23020,11844
23020,35838
23020,35838
8608,12113
9392,12113
11805,15175
31025,33564
31025,35838
8608,12113
12113,11844
12113,35205
12113,7012
12113,8608
12113,9392
30642,1340
31025,14705
31025,35838
4364,11844
23020,35838
28362,35838
31025,11844
35302,11844
35237,23020
35237,24566
28362,35838
14692,24566
30994,10002
11623,10002
23312,10002
31025,11844
31025,35838
7511,10002
23020,35838
24566,31025
28362,35838
28362,35838
31025,11844
8608,12113
8608,19667
9392,12113
9392,19667
24566,23020
24566,28362
24566,9285
24566,9285
29151,10002
7511,11844
14259,1209
24566,29545
1147,13490
1330,10002
1330,28463
29486,29157
31025,24566
31025,33564
31025,35838
14149,9285
28362,24566
28362,35838
23020,11844
23020,35838
23020,35838
31025,35838
35838,10002
24566,9285
28011,15175
4364,35838
24566,9285
31025,35838
28048,24566
7511,11844
23020,11844
23020,35838
28362,24566
31025,35838
31025,35838
8055,10002
12113,38184
12113,8608
12113,9392
24566,9285
28362,24566
32559,29157
3982,9285
23020,11844
23020,35838
28362,35838
31025,35838
38111,23385
11144,9392
1492,9285
24566,9285
24566,9285
31025,33564
32908,9285
9285,24566
2313,24566
29617,24566
35838,29617
8055,10002
9285,24566
19443,5177
23020,31025
2313,24566
26706,9285
29617,24566
9285,24566
15770,10002
23020,11844
23020,35838
2313,24566
28362,35838
29151,10002
29617,24566
9285,24566
19699,5711
24566,23020
31025,33564
8608,12113
9392,12113
26886,24123
28362,35838
13490,9365
23020,11844
23020,33564
23020,35838
2313,11844
24566,5435
24566,8055
28420,30403
29617,11844
9285,11844
2313,11844
24566,9285
29617,11844
30511,9285
31025,24566
9285,11844
31025,24566
33321,15175
1492,9285
23020,11844
23020,35838
