Source,Target
11383,3674
11844,24647
11844,4618
11958,11844
12489,3674
13296,16533
13903,11844
14466,3674
14466,3674
14466,3674
14466,3674
14466,3674
14466,3674
14466,3674
14466,3674
14466,3674
14547,32545
14768,3674
14971,3674
14971,3674
15198,32545
1572,3674
15766,3674
15872,32545
17833,3674
17833,3674
18390,11844
18390,3674
18390,3674
18390,3674
19387,3674
20418,3674
21999,11844
2313,32545
23211,9194
23211,9194
2407,3674
24486,29643
24881,11844
2579,3674
25883,11844
25883,15567
25883,15567
28048,3674
28523,3674
28685,11581
30511,3674
30567,3674
32349,3674
32387,3674
32545,32387
32545,32387
32851,3674
33048,3674
35636,3674
35636,3674
35636,3674
35636,3674
35636,3674
3614,3674
3614,3674
3624,3674
3627,3674
3674,11844
3674,11844
3674,14112
3674,14466
3674,14466
3674,16533
3674,16533
3674,206
3674,28048
3674,28048
3674,3614
3674,3614
3674,3614
3674,3614
3674,4618
3674,9194
3674,9194
4297,32545
4297,32545
4568,3674
5596,11581
6113,36131
7950,11844
7950,11844
7950,3674
7950,3674
7950,3674
8827,11844
8827,3674
9194,12113
9194,13517
9194,24679
9194,3674
9194,3674
9194,812
11844,16533
7155,3674
11844,9194
14466,3674
23695,3674
3627,3674
3674,16533
37299,3674
455,11844
14971,28125
13296,11844
28711,14112
13296,33048
19387,33048
13296,11844
15326,3674
33048,3674
14466,3674
37299,3674
14466,3674
14971,3674
29345,3674
11556,11844
33048,3674
15766,3674
3982,3674
24150,3674
34206,3674
3614,3674
7950,3674
37201,3674
28685,11581
15766,3674
3624,3674
4444,3674
12113,3674
1920,34206
4444,11844
2579,3674
3614,3674
3614,3674
3614,3674
3614,3674
3614,3674
7950,3674
7950,3674
7950,3674
15766,3674
19325,11844
19325,3674
1057,2407
10654,5264
12489,3674
14299,2407
36131,11581
3627,3674
14466,3674
30211,3674
30466,3674
3614,3674
3752,3674
5823,13860
7950,11844
7950,3674
10639,3674
10654,3674
10654,3674
3614,3674
3614,3674
7950,3674
7950,3674
11556,13296
15766,11844
15766,3674
15766,3674
1920,34206
28711,3674
28711,3674
11556,11844
3614,3674
7950,11844
7950,3674
33048,3674
16533,11844
16533,3674
19325,3674
9194,13860
14466,3674
27014,23314
27014,37633
9194,13860
34165,13860
37191,13860
14971,3674
14971,3674
14466,3674
24150,3674
15766,3674
28711,3674
24150,11844
7950,11844
14112,3674
16533,3674
28711,15766
14466,3674
18390,3674
11958,11844
11958,3674
28711,14112
11556,11844
14971,28125
14466,3674
11844,28304
3614,3674
3614,3674
3614,3674
7950,11844
7950,11844
7950,3674
7950,3674
7950,3674
7950,3674
6113,3641
13296,11556
13296,33048
10654,3676
8551,11844
8827,11844
10654,3676
11531,11844
29345,3674
29345,3674
13296,11556
1572,28183
14466,3674
34206,3674
10069,11844
15766,3674
28711,3674
1057,9194
14299,9194
2407,9194
37201,3674
3674,206
14466,3674
14466,3674
6113,24310
6113,26342
7155,3674
17338,29197
32622,32545
3614,3674
7950,11844
7950,3674
7950,3674
30211,3674
33048,3674
33048,3674
7155,3674
14466,3674
10654,18455
23389,3674
15766,3674
28711,3674
7950,11844
7950,3674
1572,11383
15980,3674
14466,3674
15766,3674
28711,3674
3627,11844
13860,9194
13296,3674
16533,13296
34206,3674
675,11844
19387,3674
12113,16533
14112,3674
7950,11844
7950,3674
5596,11581
7950,3674
7155,32560
29759,3674
9450,11844
3627,3674
7950,3674
32579,3674
7950,3674
15766,3674
28711,3674
3614,3674
3614,3674
3614,3674
7950,11844
7950,3674
7950,3674
8827,19667
29776,3674
7950,3674
30486,32560
14466,3674
15766,3674
28711,3674
29345,3674
34165,15920
7155,3674
3627,3674
37299,3674
10654,3674
