Source,Target
10405,32290
11383,11844
11481,15231
11844,12327
11844,16956
11844,28362
11844,30063
11844,31767
11844,32349
11844,35076
11844,7467
12220,10859
12220,28353
12220,36131
13296,2720
13976,32545
14245,32545
15259,32545
15259,32545
2048,12113
24247,32545
24551,21384
25557,32545
26545,28530
26964,11844
28353,12220
28711,11844
30994,11844
32290,32545
32545,11383
32545,197
33296,32545
35076,11844
35838,33564
36105,32545
3614,32301
4297,32545
4297,32545
4297,32545
835,6954
24247,32545
25102,32545
10639,15920
11844,28711
11844,3614
16533,11844
8608,12113
9326,1057
1394,16533
1786,32545
10620,9326
2407,9326
9194,16533
29132,32545
33597,32545
8608,12113
11844,30994
12540,12113
15306,32851
23783,11844
25310,32545
33770,32545
37854,11383
11427,32545
9326,1394
28362,11844
11844,28362
11844,28711
11844,35076
11844,3614
16026,32545
31025,32545
8608,12113
11427,32545
196,32545
16456,12113
7467,32545
1057,30994
20477,12113
33831,32851
6819,12113
9194,9326
9429,12113
31025,32545
9326,1057
29214,28688
30588,32545
11844,16533
33576,32545
9326,1057
9326,1394
9326,3616
9326,9194
14262,11844
17833,32545
31025,32545
35076,11844
3614,11844
5145,11844
9326,1057
9326,10620
11844,28711
11844,30994
11844,35076
11844,3614
29132,11844
35076,11844
3614,11844
11661,32545
28362,11844
30108,32545
35076,11844
11427,32545
31025,32545
7950,32545
8608,12113
11844,30994
31025,32545
6819,12113
9326,1057
33576,32545
14412,32545
16024,11844
31025,32545
30994,35076
26053,27309
32851,11844
19667,4715
27153,12113
11844,16533
29132,32545
8608,12113
11844,28711
11844,35076
11844,3614
9429,4670
31025,32545
11844,13296
6819,12540
11661,32545
26053,27309
8608,12113
32851,3773
14262,32545
35426,32545
16456,12113
20477,12113
6819,12113
6819,12540
30106,32851
16456,12113
31025,32545
15300,32545
16026,32545
13998,32545
10620,9326
15300,30994
2407,1910
8608,12113
9326,1057
11844,28711
11844,28711
11844,35076
11844,35076
11844,3614
1786,32545
25531,32545
28711,11844
35076,11844
17625,12113
20477,9365
28362,11844
28711,11844
35076,11844
35076,11844
7467,11844
14921,32545
28711,1057
11487,1683
12113,9429
8229,32545
8608,12113
29151,32545
11556,11844
37579,33402
12113,9194
1786,32545
1786,32545
32568,36131
6819,12113
12113,18381
12113,9343
38160,11844
38160,32545
15124,32545
32795,32545
14112,11844
30588,32545
31177,32545
27153,12113
16533,12113
23155,30134
16721,6819
8608,12113
8608,6819
9642,32545
14323,32545
17848,32545
11844,14971
11844,34142
11844,35636
29151,32545
19528,32545
35846,32545
17625,12540
16026,32545
31025,32545
28756,32545
29677,12118
9194,9326
27153,12113
35915,32545
7518,32545
28362,11844
28711,11844
28711,11844
35076,11844
35076,11844
3614,11844
6819,12113
7467,11844
8608,12113
32814,15766
11844,2313
16289,32545
25016,32545
30063,32545
37374,32545
8608,12113
11844,38080
2048,12113
26330,32545
28688,30719
33196,32545
33441,32545
17625,12540
30719,28688
37206,11844
36546,32545
30493,32545
12113,24190
6819,4669
20477,12113
3736,9365
20180,32545
30994,35076
33231,32545
30511,32545
6819,12540
8608,12113
38160,32545
1786,32545
28192,32545
7867,35076
9429,12113
11383,11844
11844,16533
15300,32545
26952,32545
11844,3752
32851,35076
14323,32545
17833,32545
26053,32545
26334,32545
8608,12113
29019,32545
30063,32851
17966,32545
28661,32545
28711,1057
36229,11844
2198,32545
8608,12113
28207,28688
3627,12866
6819,12540
12113,6819
27238,32545
3581,11844
8608,12113
8957,11844
3736,9365
15448,32545
33898,32545
11829,32545
28945,32545
14971,11844
32539,32387
32545,11844
30167,6113
35472,32545
28362,11844
35076,11844
3614,11844
7467,11844
29754,32545
36229,11844
6819,12113
6819,12540
30587,32545
9194,9326
29397,32545
6819,9365
32545,20168
15306,32545
10620,9326
8608,12113
20477,9365
32751,32560
3736,4670
10198,32545
34749,32545
11427,32545
32321,32545
1057,9326
8608,11481
28362,11844
28711,11844
35076,11844
3614,11844
7467,11844
9326,15920
33473,32545
5792,32545
8608,12113
15300,32545
3609,12113
11661,32545
30994,32545
3736,4670
11844,15100
11844,28700
15306,32545
17966,32545
27153,12113
30134,32545
33057,32545
6819,12540
35474,32727
32766,32545
25913,32545
3736,9365
6819,12113
24012,32545
8608,23034
11829,32545
15300,32545
35472,32545
28711,11844
35076,11844
3614,11844
9326,1057
15306,32545
28362,11844
28711,11844
35076,11844
7467,11844
38156,32545
30032,32545
17625,12113
32545,11829
32545,19751
3982,32545
8608,12113
1057,9326
11481,8608
2407,1057
1786,32545
28192,32545
168,32545
35296,35855
3736,9365
16453,12113
14161,7467
1786,32545
29542,28611
6819,12113
20477,12113
27027,32545
26813,32545
6819,9365
17462,32545
33576,32545
6374,32545
15195,32545
29132,32545
14621,12118
25962,32545
34971,32545
14262,32545
31025,32545
33518,32545
1786,32851
11829,32545
29000,32545
26906,32545
27309,32545
35478,32545
11829,32545
28394,32545
17966,32545
30461,32545
15259,11844
29197,32545
32851,32545
6819,12113
6819,9365
11383,11844
26772,32545
33518,32545
9194,9326
11844,1572
8608,12113
15664,32545
31025,32545
33934,32545
25884,32545
29759,32545
32545,11844
35433,32545
6819,12113
6819,9365
6819,9365
14323,32545
14323,37127
28192,32545
6819,9365
11383,11844
11383,32545
25396,32545
28099,32545
20477,9365
32539,11844
8608,12113
11844,32290
28437,32545
31025,32545
168,32545
32290,32545
662,32545
29132,32545
32336,32545
8608,11481
11661,32545
4328,32545
11844,16184
11844,30216
16721,12113
26145,32545
35076,32539
8608,12113
15739,32545
29205,32545
25557,32545
35076,32851
6819,9365
30567,32545
6819,12113
30588,32545
15678,32545
35445,35444
35445,35446
3982,32545
26772,32545
34456,12113
25557,32545
30530,32545
32545,29132
34245,11844
34981,32545
11844,17511
27153,12113
15766,32545
11844,38080
20477,12113
28011,28688
13607,11844
15771,32545
32766,32545
4328,32545
6819,12540
11844,15220
15270,32545
32259,32545
32349,11844
32349,32851
8608,12113
11844,37176
13970,32545
15300,32545
19898,32545
35110,32545
4328,32545
20477,12113
28394,32545
36229,32545
11844,30106
4328,32545
20477,4670
29605,32545
32036,32387
28499,32545
3736,9365
3982,32545
9326,15920
23049,32545
32290,32545
32290,32851
1226,32545
1786,32545
1786,9194
23950,14768
26328,32545
30224,32545
26772,32545
28394,32545
9450,11844
15306,32545
1786,32545
24894,32545
25913,32545
32336,32545
5130,11844
5723,32545
8608,12113
15195,32545
16153,32545
16185,32545
29205,32545
32290,32545
35076,32851
14849,32545
32290,32545
6819,12113
6819,9365
9429,12113
13027,32545
16185,32545
4328,32545
15270,32545
4328,32545
20477,27153
15548,32545
16185,32545
16185,32545
32290,32545
32539,11844
32814,32545
33576,32545
33576,33296
4297,32545
26053,32545
28308,32545
32336,32545
11383,11844
32290,32545
1512,12113
16185,32545
18381,12113
20477,12113
33776,32545
4328,32545
29047,32545
23783,11844
4328,32545
9326,9194
32259,32545
11890,32545
14621,12118
15574,29313
32290,32545
35100,32545
3641,12892
29132,32545
16153,32545
29197,32545
16456,12113
23826,9365
4328,32545
9194,9326
13967,32545
35076,32851
32259,32545
34827,32545
16185,32545
32290,32545
32336,32545
5792,32545
7999,32545
16721,12113
16721,9365
32851,35076
34456,12540
12113,19667
25794,32545
25188,32545
4328,32545
11556,24541
20477,12113
23826,9365
23950,32545
25663,32545
33776,32545
35832,32545
6819,12540
8608,12113
8608,9365
16721,12113
3439,18620
14323,32545
19374,32545
14971,32545
16533,11844
20477,9365
29761,32545
32290,32545
28711,11844
14945,35855
29884,28688
30032,32545
30106,32545
19374,32545
29197,32545
11383,11844
13296,11844
16131,32545
15306,32545
20477,9365
22855,11844
30442,32545
32301,32545
37460,32545
6819,12540
