Source,Target
12113,11844
12113,16310
12113,18381
13296,11844
13860,32961
14466,3674
1572,33048
15872,11581
18300,19387
18390,12113
19387,11844
22999,3674
27959,32545
28099,32560
30246,32545
36350,32545
3674,11556
3674,11844
3674,12160
3674,15306
3674,15980
3674,32851
3674,3982
9194,19325
16533,16721
16533,3674
4025,11844
33048,3674
32552,3674
9060,3674
13296,16533
14466,3674
13296,16533
13296,11844
14262,3674
20064,11844
25883,3674
3674,14466
3674,14466
3674,25883
37154,3674
274,33048
13296,11844
19325,3674
19387,11844
28711,11844
33048,3674
33736,3674
37154,11844
16721,3674
12966,11844
12966,543
14466,3674
25883,11844
25883,11844
25883,28125
369,11844
369,3674
1572,33048
12966,33048
4614,14686
15766,3674
33048,3674
36131,3674
14466,3674
28630,28183
19387,15920
25883,3674
4081,18381
1572,32552
25883,11844
28183,32552
33048,3674
12113,3674
19325,3674
18369,11844
3674,11844
19530,11844
32349,3674
3627,11844
3627,3674
9060,11844
9060,3674
25883,11844
25883,3674
4081,18381
5829,28125
5829,3674
10654,19305
10654,34206
19325,3674
3674,11844
3674,11844
14466,3674
15766,3674
3674,25987
3674,25987
3674,25987
3674,25987
3674,25987
8827,3674
33048,3674
33393,3641
13296,16533
13296,3698
18390,13860
18390,24414
35636,3674
2321,33048
25883,3674
19325,3674
10654,532
19387,3674
35636,3674
19387,15920
9786,3674
19387,3674
25883,3674
19387,14375
25883,3674
33048,3674
11844,16533
15225,3674
10104,8827
14262,3674
36131,3674
4081,11844
9194,18390
11844,35846
14262,3674
8827,11844
10654,3674
26483,3674
8827,19325
13560,3674
25987,3674
10654,19305
10654,34206
15872,11581
36367,3674
9194,12113
35188,33048
3600,3674
19325,11844
19325,3674
32349,3674
29643,3674
30167,32545
32552,3674
35636,3674
3674,14466
3674,25883
3674,25883
3674,4568
70,3674
10654,19305
10654,34206
13860,18390
14299,18390
19325,35636
36131,3674
3614,3674
19325,16310
3674,206
37154,3674
14262,3674
1572,3674
18455,27014
12966,3674
33048,3674
4025,11844
4025,11844
4025,3674
15766,11844
15766,3674
4614,33048
19530,3674
25883,3674
34477,11844
5171,11844
9060,11844
9060,3674
13296,11844
15766,11844
15766,3674
5829,3674
12966,3674
18455,34110
2321,11844
2321,3674
25987,3674
25987,3674
34477,3674
16310,19325
17356,19325
328,19325
14466,3674
19387,11844
19530,11844
25987,3674
16310,19325
25385,35426
328,19325
12113,18390
16310,12113
18381,12113
328,12113
11844,12113
12113,18381
19325,3674
37201,3674
35636,3674
4771,3674
5829,3674
12966,26483
12966,3674
1572,3674
1260,3674
35426,3674
16310,19325
17356,19325
32745,3674
328,19325
33048,3674
870,3674
18455,27014
25987,3674
25987,3674
32851,3674
35426,3674
3674,11844
16310,19325
17356,19325
328,19325
9657,19325
25016,3674
3674,2313
3674,2313
3674,29766
32851,3674
36131,3674
14466,3674
19325,3674
26483,3674
543,3674
10405,3674
19325,11844
2313,3674
25883,3674
29766,3674
3674,2313
3674,29766
3674,37061
3982,3674
16310,19325
17356,19325
32545,30246
328,19325
14383,3674
2313,3674
29766,3674
32851,3674
33048,3674
369,19325
3674,32851
3982,3674
10405,3674
11844,14396
30246,32545
32545,30246
36131,3674
2313,3674
32851,3674
36131,32387
36131,3674
32545,30246
37299,3674
22999,3674
2313,3674
29766,3674
33048,3674
37299,3674
4081,12113
36131,3674
3674,16533
24247,12993
369,11844
14466,3674
15766,11844
17338,32560
3627,3674
15166,11581
32751,32560
4081,17354
32349,3674
32851,3674
17356,19325
2313,11844
2313,3674
29766,11844
29766,3674
32851,3674
25987,3674
3614,3674
5829,3674
12113,11844
28732,11844
28732,3674
32387,11844
32387,3674
32411,11844
32411,3674
32552,3674
36131,11844
36131,3674
37201,3674
37299,3674
37299,3674
8977,3674
32545,30246
37201,3674
37299,3674
15872,11581
26483,33048
3614,3674
15166,11581
16533,11844
11844,4728
32851,11844
36131,3674
37201,3674
37299,3674
3982,11844
11427,3674
11674,3674
37201,3674
37299,3674
11427,3674
15766,3674
17848,3674
32851,3674
37622,3674
3982,3674
15306,3674
19387,3674
32851,3674
36131,3674
3982,3674
9060,11844
37201,3674
37299,3674
14466,3674
25883,3674
35400,3674
27899,11844
15766,11844
15766,3674
30466,3674
30511,3674
3614,3674
2579,3674
32851,3674
3982,3674
5829,3674
32349,3674
37201,3674
37299,3674
37201,3674
14466,3674
13296,16533
13296,3698
15766,3674
33048,19387
4614,11844
4614,3674
12966,32552
13296,11844
14262,3674
3674,16533
19325,11844
19387,3674
33048,3674
37201,3674
2313,11844
2313,3674
2313,3674
25987,11844
25987,3674
29766,11844
29766,3674
29766,3674
17914,33845
25883,3674
37201,3674
33048,3674
36350,32545
12039,11844
12039,3674
18390,3674
1572,11844
1572,3674
28394,28732
4081,11844
4081,3674
16310,19325
17356,19325
328,19325
16310,19325
16310,19325
14971,3674
3614,3674
3627,3674
3641,11844
3614,3674
16310,3674
16436,3674
16310,12113
16436,12113
16436,19325
3674,25987
11844,2313
11844,25987
11844,25987
11844,37201
16436,12113
15306,3674
11844,9194
16436,19325
17585,28374
16436,19325
27014,23314
27014,37633
13860,1057
32545,8284
