Source,Target
10028,32545
10198,32545
10266,12118
10594,32929
10986,12118
11245,30032
1143,1683
11580,32545
1159,12118
11667,32545
11844,13296
11844,2313
11844,2313
12118,1040
12275,33438
12940,29989
12965,32545
13021,15766
13296,9194
14154,12118
14154,29345
14342,32545
14675,1683
14683,32545
14850,12118
14911,32545
14987,32545
15008,12118
15051,14254
15125,12118
15125,1683
15125,1683
15125,1683
15300,32545
15300,32545
15560,32545
15704,32545
15751,32545
16025,19733
16150,32545
16194,32545
16289,32545
16387,16307
16731,12118
1683,11844
1683,30567
1683,32545
1683,32545
19344,32545
20014,32545
20058,32545
20494,32545
21972,36321
22817,30032
22947,32545
22947,32545
24090,11844
24163,32545
24339,3641
25401,32545
25666,19761
25699,32545
25769,32545
25769,32545
25769,32545
25929,25558
26072,32545
26099,26339
26108,1683
26158,32545
26266,29541
26424,32545
26562,32545
26823,32545
26964,32545
27005,32545
27005,32545
2741,10042
27863,32545
27865,32545
27934,32545
27934,32545
28362,11844
29139,32545
29486,29157
29617,13296
29617,32545
29617,32545
29667,32545
29989,1683
29989,1683
29989,1683
30134,32545
30224,32545
30246,11844
30430,1683
31025,11844
32290,32545
32443,32545
32492,32545
32531,32545
32545,1683
32545,33564
32545,37299
32636,32545
32651,32545
33220,32545
33564,11844
33564,32545
33564,35664
34080,32545
34741,32545
35258,21414
35258,32545
35472,32545
35474,11580
35732,32545
35838,33564
35855,36199
36348,32545
3641,12113
3641,34481
3641,3584
3641,4594
3641,5711
36589,32545
37545,32545
4230,32545
4232,11844
4365,32545
4468,32545
5012,11844
5145,32539
5145,8055
5161,32545
5612,32545
5612,32545
569,32545
7467,1057
7467,11844
7570,32545
8255,32545
8264,32545
8309,32545
9367,24128
9533,32545
13296,24339
16468,12113
24339,12113
30246,32545
15125,1683
1683,1057
1683,32545
28125,12118
36096,21719
1159,12118
33374,32545
3641,3613
8918,20418
9323,32545
1057,19683
15125,1683
1683,32545
27005,32545
28362,32545
28630,12118
3572,532
4365,32545
4476,27309
5178,32545
5178,32545
8608,12113
15300,32545
15300,32545
3641,3613
12430,12113
26646,32545
27309,32545
29820,32545
32539,32545
11735,32545
11803,32545
14086,32545
15125,1683
16328,32545
1683,32545
27309,32545
29185,32545
4365,32545
19170,19683
31025,32545
5629,32545
28125,1683
33475,32545
18382,1057
12220,32545
13296,24339
30594,32545
12220,32545
13296,24339
13997,32545
15125,1683
15300,32545
27309,15811
27309,32545
28667,32545
30461,32545
35472,32545
3613,3641
5161,32545
11844,30246
15125,1683
16468,12113
27309,32545
32545,30246
3572,532
36047,32545
15975,32545
1878,32545
30594,32545
32539,32545
25310,32545
26059,36859
32539,32545
33564,32545
34782,32545
13296,32545
15125,1683
15300,32545
15573,32545
27309,32545
28301,33564
29464,32545
30246,32545
35400,32545
3641,3572
22733,32545
24163,31072
11427,32545
13002,32545
15943,12118
16026,32545
19391,32545
23081,1683
36229,32545
10679,3572
14154,15404
14621,12118
35069,32545
9175,11735
16033,32545
18382,1057
26646,13296
30594,32545
33721,32545
1159,12118
15300,32545
28220,32545
23081,1683
27309,32545
32443,32545
35824,25315
4364,32545
4365,32545
532,3572
8687,3572
10198,32545
22710,1683
30511,32545
3509,1909
8270,32545
25683,32545
27007,33520
5607,32545
5969,1683
13296,33520
15125,1683
24933,32545
30511,13296
32539,32545
8918,20418
12892,3613
13296,24339
13296,3642
14254,28709
14254,28709
25769,32545
28362,11844
28362,19667
30418,32545
31025,11844
33564,11844
33564,19667
33710,32545
10499,32545
15125,12118
15125,1683
15573,32545
16077,32545
28362,32545
33564,32545
4328,32545
1143,1683
15306,32545
29047,32545
30246,32545
8264,32545
8918,20418
13256,32545
15125,1683
16701,32545
28125,1683
37348,32545
37348,32545
10936,32545
13296,26646
13296,26646
14154,15404
15125,1683
32545,11844
33564,32545
4131,32545
10962,24006
13296,30511
15306,32545
1683,357
27309,32545
33520,32545
1159,12118
20494,32545
28362,32545
32539,32545
33564,32545
13296,24339
13296,3642
15125,1683
20494,32545
22746,31025
29798,5931
33564,32545
33776,32545
4365,32545
5161,32545
867,12113
1143,1683
27998,11427
28061,32545
31025,32545
33564,32545
3714,28499
22784,18382
7226,534
30511,32545
11844,12113
11844,30246
1323,5475
15125,1683
16468,12113
27998,32935
31025,32545
32545,30246
