Source,Target
1006,32545
10162,11844
10169,32545
10323,29672
10367,32545
1077,35308
1077,35308
10863,3641
10936,25896
11538,26359
11667,32545
1177,181
11844,13296
11844,15766
11844,18326
11844,19387
11844,24626
11844,31846
11844,32560
11844,37047
11844,37242
11844,37299
11844,7950
11844,8073
11844,9194
12012,12113
12012,23034
12012,24339
12219,10547
12219,32962
12377,32545
1240,32545
12892,37150
12901,1683
13386,32545
13406,32545
1342,35308
13511,32545
13541,1683
13697,1683
13871,32545
13871,32545
13871,32545
13871,32545
13929,32545
13967,32545
14203,11844
14278,25208
14749,32545
1483,32545
14838,32545
14838,32545
14838,33564
14858,32545
14964,16153
15076,32545
15125,12118
15125,1683
15125,1683
15125,1683
15138,32545
15300,29165
15306,32545
15488,32545
15571,32545
15575,32545
15617,32545
15676,25558
15676,32545
15691,32545
15811,32545
15890,29097
15930,3641
15994,1683
15994,32545
16026,32545
16026,32545
16033,32545
16033,32545
16104,37299
16150,32545
16153,32545
16153,32545
16228,32545
16378,28494
16378,32545
16378,32545
16443,32545
16772,11844
1683,11844
1683,29617
1683,37299
1696,32545
17093,32545
17103,32545
17338,11844
17338,32545
17338,32545
17338,3641
17338,3641
17338,3641
17338,3641
18145,15744
18145,23168
18303,32851
18303,37242
1857,11556
1889,32545
19341,3641
19347,32545
19387,11844
19387,11844
19391,32545
19393,12118
19678,12118
19787,32545
19926,32545
1998,32545
1998,32545
1998,32545
1998,32545
20436,32545
20543,30176
22757,32545
2313,32545
2313,3641
23155,32545
23918,32545
24117,32545
24128,13651
24128,16690
24247,32545
2449,32545
24679,24672
25015,32545
25015,32545
25016,32545
25188,32545
25331,32545
25372,32545
25596,30134
25663,6780
25709,1683
25769,32545
25803,32545
25811,5002
25868,36945
26086,1683
26190,32545
26232,36318
26274,29717
26349,32545
26359,18030
26359,32560
26503,32545
26503,32545
26503,32545
26643,32545
26663,32545
26916,21789
27005,32545
27042,14628
27070,32545
27203,12118
28007,32545
28048,1683
28056,32545
28056,32545
28061,32545
28286,22340
28286,32545
28353,37299
28420,32545
28494,32545
28494,32545
28711,32545
28858,32545
28858,32545
28904,11844
29082,30466
29197,24566
29220,32545
29228,32545
29345,11844
29345,1683
29345,1683
29614,11844
29717,14842
29717,24197
29717,32545
29717,33393
29717,33393
29717,4594
29754,37374
29810,4561
29989,1683
29989,32545
30106,32545
30417,27998
30539,11554
30633,32545
30967,32545
30971,11606
30994,11844
30994,11844
30994,1683
30994,32545
32243,32545
32252,32545
32252,32545
32253,32545
32290,32545
32313,32545
32545,15306
32545,24523
32545,24679
32545,31025
32545,31025
32545,31025
32545,5161
32560,37242
32722,32545
32751,32560
32798,181
32851,11844
32851,32545
32851,32545
33391,32560
33466,32545
33576,32545
33594,32560
33873,32545
33885,12118
33971,11844
34803,35308
35036,32545
35060,32545
35060,32545
35060,5171
35069,32545
35156,32545
35243,32545
35246,19809
35308,28985
35416,32545
35481,1683
35584,5171
35649,32545
35649,32545
35649,32545
35743,32545
35777,32545
35779,32545
35783,32545
35855,32545
36169,32545
36355,32545
3641,11844
3641,3613
36576,32545
36576,32545
36576,32545
36652,1683
37201,32545
37299,30530
37431,11844
38092,32545
38136,11844
3962,32545
3971,19667
413,32545
413,3982
4855,18030
5078,11844
569,11844
569,32539
569,32545
618,32545
6413,32545
6419,35308
6419,35308
654,35308
654,35308
6819,12540
6819,16721
6907,32545
7467,23987
7481,33564
7481,33564
7511,33393
7511,33393
7542,32545
7692,12118
8049,1683
8073,37299
8098,32545
8215,32545
8262,32545
8262,32545
8419,32545
8608,23034
9024,32545
9194,11844
9261,32545
9533,32545
9533,32545
9533,32545
9533,32545
9747,32545
9867,32545
17966,32545
24247,32545
33776,32545
36179,32545
14121,32545
14440,32545
1683,23389
29820,25558
30190,32545
32545,30994
5622,5618
7950,32545
7950,32545
11844,29345
11844,30994
13296,37374
23908,28948
28286,32545
32658,32545
27309,32545
28125,1683
30567,32545
3642,20728
4594,11844
11844,2392
14731,32545
25484,4266
27162,32545
28286,32545
28365,32545
28494,32545
29549,11844
32545,2392
38092,32545
6907,32545
7467,4266
1152,1683
12220,32545
15827,32545
27309,32545
32545,29345
32545,30994
14832,19608
15850,32545
7867,1683
8608,12113
8608,6819
11844,16967
15306,32545
20065,32545
29064,12118
33924,12118
3642,20728
6819,12540
9323,32545
11383,11844
11383,32545
19608,14832
29617,32545
29749,32545
6819,12540
8608,11844
16153,32545
17304,32545
26560,32545
33597,32545
34456,12540
11427,32545
1991,15225
25769,32545
28365,32545
29820,32545
32336,32545
6907,32545
7950,32545
30555,1683
7950,11844
24128,16690
