Source,Target
10048,25466
1147,12113
11844,29605
11844,30511
11844,5711
11844,848
12113,11844
12113,24166
12113,8608
15680,29157
15680,29157
2120,33520
2313,24566
24166,12113
24566,23020
24566,25769
24566,30994
24566,3982
24566,8055
24566,8055
24566,9175
24674,11844
24796,1209
25567,14612
27007,35838
27895,23389
28677,5122
29345,24566
30134,16745
30501,24566
34526,1209
3572,10679
35838,3982
3641,24339
3982,24566
3982,8055
5145,5209
6422,29157
6422,29157
6422,29157
8194,9194
8608,12113
8608,19667
9285,27831
34749,15811
12113,8608
23020,11844
24443,36643
24566,23020
24566,8851
2313,24566
29617,24566
3982,24566
7511,11844
8608,12113
11805,15175
8608,19667
8608,23034
11844,12113
11844,455
25769,11844
23385,15175
8608,12113
8608,19667
19667,8608
29486,29157
14692,8055
13400,29157
12113,8608
1340,11844
1340,11844
24566,29545
25769,11844
5161,11844
5161,11844
28630,3982
1330,10002
1340,11844
1340,11844
23385,15175
23385,15175
24566,11844
35045,24123
5161,11844
8608,23034
12993,24566
2313,24566
3982,24566
8608,16819
8608,9365
1228,15175
13125,11844
13125,3982
19667,8608
5711,11844
1340,11844
19699,24339
19699,3642
5161,11844
24566,3982
35838,10002
8608,19667
19667,8608
8608,19667
19699,24339
19699,3642
12113,8608
2313,24566
33520,3982
3982,24566
1371,15175
23034,8608
23385,15175
25769,24566
8608,19667
8608,23034
8608,24566
11844,3982
16061,3982
29589,29431
4364,11844
2313,24566
3982,24566
4923,11844
11844,12113
11844,29431
32453,3982
3982,11844
3982,11844
8608,12113
8608,19667
8608,19667
16819,8608
24566,23020
29151,10002
24566,3982
8180,30584
8608,24566
12113,8608
3982,11844
19667,8608
2313,24566
24566,3982
3982,24566
23978,3982
3982,24566
1371,15175
25769,35838
29114,1763
30169,1763
11973,3982
23020,10002
25769,11844
19667,8608
33520,3982
9365,6337
8608,12113
8608,19667
33520,3982
11844,23034
1228,15175
23020,25769
12113,16819
12113,8608
12892,3641
14520,15175
23020,11844
23020,35838
4364,11844
23020,10002
25769,11844
3982,11844
19699,24339
11805,15175
2313,24566
2313,24566
3982,24566
3982,24566
13284,10002
23385,15175
25769,35838
455,19699
7511,11844
8608,12113
8608,19667
11844,1572
11844,35294
25769,11844
35838,8055
35838,8055
7511,11844
11844,1572
11844,19914
11844,35294
11844,37152
23020,11844
23020,35838
2313,24566
24566,8055
3982,11844
3982,24566
8055,24566
8055,35838
12113,8608
1572,11844
17459,8055
2313,24566
24566,8055
3982,24566
8055,24566
813,6152
2313,11844
24566,23020
29605,3982
29605,3982
8055,11844
11805,15175
2313,11844
29617,11844
8055,11844
8055,28677
8055,33520
2313,11844
24566,8055
29617,11844
33520,8055
3982,8055
8055,11844
19667,8608
25769,35838
8055,35838
19667,8608
29605,8055
35838,8055
8055,26646
8055,29605
23020,35838
2313,24566
24566,8055
26646,8055
29617,24566
4364,11844
8055,24566
24566,8055
33338,8055
2313,11844
26103,1209
29617,11844
7511,11844
8055,11844
8055,26646
8608,12113
8608,19667
12113,8608
25769,11844
19667,8608
23660,4232
10663,7511
23020,11844
23020,35838
3982,1572
4364,11844
11844,19914
11844,27007
2313,11844
2313,24566
29617,11844
29617,24566
8055,11844
8055,24566
11844,1572
11844,35294
11844,37152
24566,2313
24566,29617
24566,8055
29617,11844
35838,8055
8055,11844
35838,8055
3982,8055
8058,8055
24566,1340
24566,8055
28667,1340
30461,1340
30994,8055
36020,8055
5161,1340
7955,29157
8608,19667
2313,24566
24566,5178
29617,24566
29989,11844
8055,24566
30057,11844
30057,35838
31025,11844
31025,35838
33520,8055
11844,25016
11844,7287
2313,11844
24566,8055
26646,11844
26753,29157
29617,11844
30511,8055
33520,8055
35838,8055
8055,11844
8058,8055
29605,8055
35797,1209
19667,8608
29605,8055
13125,24339
24566,28667
24566,5161
4365,8055
5154,28667
5154,5185
8055,24566
8608,19667
19699,9194
4232,11844
13038,8055
14692,11844
19445,19683
19667,8608
2313,11844
24566,23020
24566,25769
24566,30057
24566,31025
26646,11844
29617,11844
35838,8055
8055,11844
8055,11844
2313,11844
26646,11844
29617,11844
30057,35838
6152,31142
8055,11844
8055,33520
25769,24566
2313,11844
26646,11844
29617,11844
8055,11844
24566,8055
299,19667
2313,11844
26646,11844
29617,11844
7511,11844
8055,11844
19982,11844
2313,11844
26646,11844
29617,11844
4364,11844
8055,11844
2313,11844
24566,8055
26646,11844
29617,11844
30057,24566
33564,4364
8055,11844
8055,13038
8055,617
13592,23020
23020,11844
25769,24566
8055,11844
2313,11844
24566,8055
26646,11844
29617,11844
8055,11844
24566,8055
28667,24566
30461,24566
5161,24566
8827,11844
12113,8608
13038,8055
23020,11844
24566,8055
8055,11844
8608,19667
12113,11844
2313,11844
24566,23020
26646,11844
29617,11844
31025,11844
8055,11844
8608,12113
2313,11844
26646,11844
29605,8055
