Source,Target
11554,24566
11623,24566
11844,23226
11844,23226
11844,27280
11844,28301
11844,28301
11844,28661
11844,32851
11844,33056
11844,37621
11844,7467
13246,29157
13296,11844
13296,3642
1340,11844
15277,19699
15277,19699
1572,24566
15766,10002
19667,8608
19699,37909
1986,33564
23168,11844
24082,4084
24128,13835
24128,569
24566,11844
24566,11844
24566,7950
24566,7950
26447,15811
26518,29157
28630,24566
29093,30994
29345,11844
29717,11844
30101,29157
30403,33093
32851,24566
32907,29157
32907,29157
33056,11844
33093,1209
35173,21090
3641,24295
3641,3613
36643,29157
36643,29157
36643,29157
36643,29157
38011,9786
4084,16884
4084,9194
4084,9194
5161,11844
5171,11844
5171,13172
6422,29157
6422,29157
6422,29157
6422,29157
7467,11844
8608,19667
9194,24082
9194,37663
9916,29157
9916,29157
13296,3642
35838,11844
5161,24566
25985,29157
26447,15811
36643,29157
23034,12113
8608,12113
8608,19667
10682,3572
9194,4084
24566,35838
33564,2312
33564,38045
33564,38046
3641,3613
11844,27787
4084,19426
4084,24082
4084,9194
2399,3572
9194,4084
12113,8608
35838,11844
3641,3613
8608,12113
8608,23034
29345,24566
24128,13989
24566,35838
25929,26444
3641,2476
11844,12113
4084,9194
11844,12065
11844,13296
1254,19683
26781,33597
3641,3613
2399,3572
30511,11844
8608,12113
8608,19667
35838,11844
15139,13296
9194,4084
33129,11844
13296,4178
13296,4923
23385,15175
4084,9194
13296,3642
13296,24339
23385,15175
4084,9194
9194,4084
5145,11554
14390,29157
32907,29157
35585,15175
1228,15175
23385,15175
4084,9194
19667,8608
35838,24566
8608,12113
8608,19667
35838,11844
11844,34079
33597,25797
32290,10002
32851,10002
37299,10002
24566,35838
18527,1340
18527,24566
4084,9194
8608,12113
8608,19667
11844,29431
11844,29695
8608,12113
11844,5178
9194,4084
30049,15175
35838,11844
9194,4084
12113,8608
124,19683
4084,9194
13599,19683
24566,35838
33321,1228
33321,15175
15766,29695
4084,9194
11844,28301
11844,37299
30049,15175
29345,24566
35838,11844
8608,12113
8608,19667
25444,29157
8608,19667
19667,11844
24566,35838
9194,4084
11554,11844
13296,11844
35838,11844
1340,11844
19667,11844
19667,8608
24566,30060
5161,11844
19667,8608
7511,11844
7511,33564
25967,15811
35838,11844
4084,9194
9194,4084
12113,8608
15139,13296
7511,11844
8608,19667
7563,30403
24566,35838
24566,35838
24566,35838
4084,9194
11844,1340
11844,24566
11844,5161
18385,19683
24566,29617
8608,12113
8608,19667
8608,23034
19667,8608
35838,24566
11844,10002
19287,11844
35838,11844
4084,9194
7511,11844
8608,19667
35838,11844
9194,4084
7511,11844
28125,33564
37523,25596
11844,15734
9194,4084
29749,29157
8608,19667
8608,23034
11844,30994
11844,30994
11844,33564
11844,33564
11844,37299
11844,37299
12113,4084
3641,3613
8608,4084
12113,8608
28837,11844
7467,11844
15766,10002
29402,25967
35045,25967
30994,11844
30994,35838
30994,35838
33564,11844
33564,35838
33564,35838
37299,11844
37299,35838
37299,35838
1340,11844
1340,24566
1340,5154
24566,35838
36312,28437
4084,9194
5161,5154
7511,11844
12113,13296
8608,12113
8608,19667
8608,23034
1340,11844
24566,8055
27704,11844
35810,29749
4994,11844
14390,29157
25700,11375
29345,24566
14692,24566
29749,24566
24566,30994
30994,11844
7511,11844
11994,3572
26518,1248
24566,30994
9194,4084
35838,11844
35838,11844
30994,28048
30994,29617
30994,37299
3641,3613
26909,9285
26074,11554
4084,9194
19667,8608
1340,11844
13296,19228
13296,24099
19507,18463
7511,11844
2313,11844
2313,33564
30994,11844
30994,33564
33450,11844
33450,33564
9194,4084
25967,28420
29431,37299
8608,19667
11844,19287
11844,19287
1340,11844
3641,3613
5161,11844
4084,9194
7511,11844
7523,15811
8272,15175
13997,11844
29345,37299
8608,19667
14390,29157
9194,4084
12113,8608
29345,11844
3641,3613
4084,9194
29345,11844
37951,15175
24566,14692
24566,29749
35838,11844
381,23385
24566,35838
7511,11844
13296,1057
29345,30060
29345,24566
29345,24566
1395,19683
29345,11844
14390,36643
35838,11844
3641,3613
4084,9194
29345,32851
12759,29345
23053,15811
23385,15175
23389,29345
34769,15811
29345,24566
35838,11844
24566,35838
24566,35838
24566,35838
24566,35838
9194,4084
23385,15175
19667,8608
8608,19667
8608,12113
8608,23034
19667,8608
23385,15175
7511,11844
4084,9194
8608,19667
23385,15175
33338,11844
11844,1340
11844,24566
11844,5161
9194,4084
12824,29345
29345,24566
13296,10377
13296,24339
13296,3642
13296,4232
13296,4983
19537,9194
3641,3613
8608,23034
24082,4084
35838,11844
8608,12113
9194,4084
30994,29093
33338,11844
35838,11844
8608,19667
29345,24566
1340,11844
24566,11844
8608,19667
11844,24082
11844,29345
24566,35838
24566,35838
15509,24566
15509,5209
19667,8608
33338,11844
35210,24566
35210,5209
4084,33564
4084,9194
8608,19667
12901,29345
29345,24566
33564,4084
3641,3613
4084,33564
8608,19667
29345,24566
8608,12113
8608,19667
8608,23034
3613,3641
11844,9194
11844,9194
11994,3572
1330,24566
22142,24566
24566,35838
24566,35838
28463,24566
29345,24566
29345,24566
369,29345
19667,8608
29345,24566
3641,24338
4084,9194
369,29345
24338,3641
9194,4084
29345,24566
29345,24566
4364,11844
3641,24338
7511,11844
7511,33564
24566,29345
35838,11844
24566,7511
29345,24566
4084,9194
8608,19667
29345,24566
10968,9331
13296,9813
29345,24566
4084,9194
24566,29345
29345,24566
11844,30511
11844,33056
11844,8055
369,29345
11844,13296
11844,16061
11844,26646
29345,24566
33338,11844
3641,24338
3641,3613
1392,29345
29345,24566
35838,11844
7511,11844
8608,19667
24566,29345
24566,30060
24566,8608
4084,9194
8608,12113
8608,19667
8608,23034
8608,369
9194,11844
9194,4084
26170,29695
29345,24566
35478,30166
7467,11844
8608,24566
11554,11844
12113,11844
12113,8608
24566,8608
29345,24566
30198,30994
32290,32907
32559,29157
369,29345
12113,11844
24566,29345
29345,24566
29345,24566
11554,11844
11554,11844
26646,24566
3641,3613
11844,33338
29345,24566
369,29345
24339,12113
24566,29345
29345,24566
4084,9194
19667,8608
24339,9194
29345,24566
29345,24566
30511,24566
13296,13172
13601,29345
33564,10002
24566,33520
29345,24566
8608,19667
11844,24400
11844,33056
11844,5178
1147,7467
11844,13296
4084,16883
4084,24082
4084,9194
7467,33450
1340,11844
1340,24566
24566,32290
2585,33056
28580,33056
30511,24566
369,29345
4364,11844
5161,11844
7467,11844
9331,4084
12113,24339
13296,11844
13296,15139
9194,4084
24339,12113
24566,11844
29345,24566
33056,11844
33056,24566
36643,29157
1340,11844
1340,11844
13601,29345
29345,24566
34374,11844
5161,11844
7511,11844
8608,19667
12113,24339
12113,8608
14385,33056
24566,11844
33056,11844
9194,4084
11844,33338
11844,8058
33056,24566
19667,27892
24566,33056
29345,24566
24566,32851
33056,24566
33093,29157
