Source,Target
11554,37299
11755,24566
11844,5145
12113,1546
13296,11844
13296,26646
13296,3642
19387,32851
24566,28220
24675,32547
25700,11375
26503,11844
27339,17295
28220,25016
29345,11844
30085,24566
30134,16745
30246,24566
3641,19302
3641,3646
3641,4594
4668,9365
6422,29157
8608,19667
8608,23034
9176,11844
9503,8608
8608,12113
14342,15811
11844,29345
24339,2389
2399,3572
24566,30511
26949,3572
8608,19667
9194,4084
9194,11844
9194,4084
1057,4084
4084,1057
4084,9194
10679,24338
16289,15811
16289,26447
8608,19667
11844,1057
4084,1057
4084,9194
1057,4084
15766,28420
29345,14621
9194,4084
2326,3572
28220,28048
4084,1057
4084,9194
11844,35584
29345,11844
11844,1340
11844,24566
11844,5161
29345,14621
33564,32851
24566,32290
9194,4084
1057,4084
15766,5209
30060,5209
37299,5209
11844,13296
3641,3613
8055,32290
10679,24338
11844,29345
11844,29695
13296,6429
37299,8055
37299,8055
8055,11844
11844,14206
11844,27954
11844,3962
32313,11844
8608,19667
13296,11844
13296,4232
35584,11844
29345,11844
11554,24566
11844,8055
3613,3641
4084,1057
4084,9194
8055,11844
11844,35584
13296,12113
32539,11844
8055,11844
10679,24338
22142,11844
26949,3572
8055,11844
1340,11844
10968,4084
8608,19667
24566,32851
25967,24566
32290,24566
36153,24566
24339,13296
24566,11554
24566,8055
1330,33564
1330,37299
22142,33564
22142,37299
28437,33564
28437,37299
11844,15139
26949,3572
1057,4084
19387,11844
2013,11844
9194,4084
19387,11844
19667,8608
32290,10002
32851,10002
35584,11844
37299,10002
8055,11844
11554,24566
4084,1057
4084,9194
8055,24566
8608,19667
11844,29695
11844,8055
29695,11844
13296,24339
13296,3614
8055,11844
4084,1057
4084,9194
1057,4084
13296,3930
13296,11844
13296,32851
13296,24339
13296,3614
13296,3642
1395,19683
3613,3641
9194,4084
34741,1340
35584,11844
9194,4084
3613,3641
11554,11844
11554,24566
28463,24566
25967,15811
25967,26447
18396,19683
4084,1057
4084,9194
11844,11554
11844,1340
11844,24566
11844,5161
24566,25967
24566,35584
8608,12113
934,16690
14368,8731
24128,16690
24128,23735
11844,26342
2399,3572
3641,3613
4084,1057
4084,9194
9194,4084
9194,4084
23020,11844
13296,24339
13296,3614
13296,3642
23389,29345
1057,4084
29345,24566
3613,3641
9194,4084
1057,4084
11554,24566
13296,1054
13296,18236
13296,24160
9194,4084
4084,1057
4084,9194
3641,3613
13296,24339
13296,3614
29345,28048
30642,15509
29345,11844
23020,11844
33321,15175
8608,12113
8608,19667
29345,11844
35584,11844
4084,1057
4084,9194
11844,10002
23020,11844
11844,34245
24339,4566
24339,4923
27175,33564
29345,11844
11844,35584
4084,1057
4084,9194
11844,13296
11844,19387
29345,37299
4084,1057
4084,9194
11844,18527
11844,20267
13599,19683
24176,19683
29345,15766
29345,37299
8608,12113
8608,19667
9194,4084
11844,1340
11844,24566
11844,5161
15766,11844
37299,11844
11844,19667
29345,23389
35584,11844
1057,4084
12901,11554
15766,11844
29345,15766
29345,37299
37299,11844
9194,4084
7026,29345
15766,11844
37299,11844
13296,11844
15554,11844
24339,23746
35584,11844
35584,32851
4084,1057
4084,9194
19387,11844
16468,12113
33520,11844
3641,3613
8608,12113
8608,19667
19667,11844
13296,11844
35584,11844
11844,25016
11844,37374
30224,33450
9194,4084
3641,2428
4084,1057
4084,9194
19028,4084
2013,11844
23020,11844
29345,15766
29345,37299
8608,19667
19667,11844
4084,9194
4531,3572
6136,12113
9194,9193
9194,4084
11844,11554
29345,11844
35584,11844
33564,11554
35584,11844
569,24318
2013,11844
8608,19667
33325,28220
23020,11844
1054,19683
4084,9194
8608,19667
1330,24566
29345,24566
23389,29345
9194,4084
24949,6907
1340,11844
1340,11844
29345,24566
35838,33564
1340,11844
1340,11844
1340,24566
24566,11844
5161,11844
29345,24566
3641,24338
11844,19667
29345,11844
30511,13296
30511,920
4084,9194
11844,35584
30511,25016
8827,11844
13296,30511
15734,11844
22142,11844
8608,19667
11844,26342
11844,33520
11844,7839
13296,24339
13296,3614
13296,3642
28362,11844
31025,11844
3982,9285
2399,3572
28220,25016
19667,8608
25967,28420
9285,37299
28220,25016
23020,11844
28362,11844
31025,11844
5130,5209
13296,11844
19507,12113
25016,24566
13296,11844
29345,11844
24128,13924
30511,11844
6136,12113
13296,11844
13296,18236
13296,24160
13296,24339
13296,3614
13296,3642
13296,1054
13296,24490
13296,37222
28220,13296
3641,3613
8608,12113
8608,19667
4084,9194
8608,24566
11844,28362
11844,31025
13296,3614
1395,19683
11844,5130
24566,5130
24566,8608
30134,21211
5209,5130
13599,19683
1395,13296
1395,19683
5130,5209
5171,28220
11844,13296
14383,24566
3983,24566
8608,12113
13296,12113
13296,15139
13296,1546
13296,23034
13296,38140
29345,32290
9194,4084
13296,10792
1340,11844
5161,11844
4084,9194
5130,5209
5161,17069
28220,28048
11844,5130
24566,5130
3641,24339
3641,31427
8608,24566
28362,11844
31025,11844
4512,13296
11844,8608
11844,8827
19667,8608
24566,8608
25967,10143
11844,28362
11844,31025
23147,3572
24566,28362
24566,31025
11554,11844
11554,11844
9194,4084
3641,3646
8608,19667
5130,5209
4084,9194
8608,19667
5130,5209
8608,5209
5178,24566
13296,11844
11844,28362
11844,31025
28362,11844
31025,11844
5209,8608
9365,19507
35584,11844
11844,13296
34196,20954
1340,11844
1340,24566
24082,4084
5161,11844
9194,4084
11844,32290
1340,11844
16518,24566
16518,5154
8608,19667
11844,32290
24566,32290
4084,9194
19586,9471
23147,3572
28362,11844
31025,11844
3641,3613
13296,11844
33520,24566
5130,5209
11844,28362
11844,31025
13296,4232
2013,11844
11844,32290
24566,32290
9194,9193
11844,1340
11844,19797
11844,24566
11844,5161
13296,11844
13296,24339
13296,3642
24566,15137
27637,9365
11554,11844
11554,24566
28463,5209
5711,13296
9194,9193
5711,13296
9194,4084
4084,9194
9194,4084
9371,7387
11844,1340
11844,1340
11844,24566
11844,5161
5130,11844
11844,35584
11844,9194
24566,35584
35584,11844
11844,30511
25700,11375
33520,24566
11844,13296
11844,29599
11844,29798
4084,299
4084,9194
11844,32290
24566,32290
33520,11844
4678,9365
6136,12113
35584,11844
28362,11844
31025,11844
9194,4084
13296,11844
19426,4084
1340,11844
24566,11844
8608,12113
8608,19667
11844,32290
11844,32290
11844,5130
24566,32290
24566,32290
24566,5130
5209,32290
13296,11844
15050,29599
15050,29798
6292,12113
4084,9194
11844,26342
15050,29599
15050,29798
2013,11844
7467,25512
30511,11844
4668,9365
5130,5209
11844,28220
16468,12113
23034,12113
27007,920
11844,29599
11844,29798
35838,24566
3641,3613
13296,11844
1340,11844
24566,11844
29345,24566
920,28220
5711,13296
24566,33520
28220,920
3641,3613
8608,12113
8608,19667
1330,24566
22142,24566
29345,24566
4084,9194
11554,11844
35584,11844
32851,11844
22565,11844
29345,11844
29345,24566
32539,11844
6292,12113
1546,12113
13296,3642
8608,19667
30511,11844
33520,11844
8608,19667
8608,23034
24566,32539
4084,9194
24566,35838
29617,32539
35584,11844
35838,11844
16468,12113
24082,4084
4084,9194
4678,9365
1395,19683
35584,11844
9194,4084
1395,19683
25967,28420
8608,12113
35838,11844
16468,12113
23034,12113
4084,9194
11844,34150
25700,11375
9194,4084
14203,11844
14692,33056
5711,17867
11727,37299
11727,32539
24082,4084
15766,5130
2312,37299
24566,33564
29617,5130
38045,37299
38046,37299
4923,11844
4923,11844
5161,11844
9194,4084
28220,11844
28220,11844
29798,11844
28220,11844
33520,24566
8608,12113
8608,19667
8608,23034
33564,29617
37299,29617
13296,11844
37299,28048
37299,29617
5130,28048
5130,29617
11844,25967
28048,5130
29617,5130
35838,11844
4084,9194
5130,28048
5130,29617
11844,28362
11844,31025
11844,5130
24566,5130
9194,4084
3641,3613
11844,5130
24566,5130
33564,29617
28220,24566
5130,15766
5130,5209
8608,12113
11844,5130
24566,5130
37299,11844
5711,4232
24566,35838
24566,35838
32539,11844
11844,33520
23034,12113
29695,11844
32851,11844
3641,3613
37299,29617
4084,9194
1340,11844
8608,12113
8608,19667
23034,12113
11844,5130
24566,5130
29617,33564
29617,37299
33564,29617
37299,29617
5130,15766
5130,5209
16468,12113
3641,3613
16468,12113
8608,19667
13296,24339
13296,3642
8608,19667
8608,23034
30511,24566
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
