Source,Target
10384,3641
1046,12118
1084,32545
10870,32545
10936,32545
10936,32545
10985,18382
1143,1683
1143,1683
1143,1683
11538,24123
1159,12118
11740,33700
11741,32545
11741,32545
11741,32545
11741,32545
11844,19667
11844,28048
11844,28362
11844,30869
11844,30994
11844,31025
11844,33450
11844,33564
11844,37335
11844,37335
11844,37335
11844,9194
11844,9367
11844,9367
11844,9367
11844,9471
11844,9471
11844,9471
12220,32545
12220,32545
12220,32545
12482,32545
12872,6535
12872,6535
12918,12118
12918,12118
12964,12118
12964,12118
12974,32545
13021,32545
1338,32545
13545,32545
14052,32545
14070,12118
14146,11844
14154,12118
14342,32539
14497,32545
14675,1683
14680,11844
14766,4943
14838,32545
14842,32545
14911,32545
14976,14991
15012,32545
15019,32545
15077,11375
15121,32545
15125,1683
15125,1683
15270,32545
15300,25967
15300,33448
15306,32545
15404,25896
156,32545
15704,32545
15872,32545
15930,32545
16028,32545
16062,27730
16111,32545
16184,32545
16289,32545
16295,1683
1683,15125
1683,29989
1683,32545
1683,32545
1683,32545
1683,32545
1683,33056
17093,32545
17259,32545
17833,24566
17833,32545
17833,32545
17966,32545
189,32545
19145,19683
19287,17966
19287,24566
19346,32545
1935,1683
19373,31123
19374,32545
19387,11844
19391,32545
19391,32545
19391,32545
19391,32545
19650,32545
19667,12113
20797,33564
2237,7467
22733,11375
23989,32545
24043,10386
24072,32545
24128,13924
24242,12118
24247,24566
24247,32545
24398,32545
24637,19683
25308,32545
25395,8055
25401,32545
25401,32545
25401,32545
25401,32545
25401,32545
25401,32545
25401,32545
2564,32545
25682,32545
25769,32545
25769,32545
25769,32545
25769,32545
25929,32545
25933,21513
25987,25558
25987,32545
26181,11844
26503,32545
26562,32545
26562,32545
26562,32545
26562,32545
26886,32545
26886,33564
26886,33564
27802,32545
27863,32545
2793,11844
2793,32545
28079,1683
28079,1683
28079,1683
28125,32545
28301,14466
28945,33564
29078,32545
29168,15766
29231,32545
29281,32545
29542,32545
29617,33564
29624,32545
29674,11844
29674,32545
29717,32545
29717,32545
29717,32545
29841,25558
29989,32545
30106,11844
30106,32545
30106,32545
30229,32545
30310,32545
30313,33564
30511,11844
30555,32545
30555,32545
30594,33564
30594,33564
30718,32545
30730,11844
30994,14466
31025,32545
32313,32545
32313,32545
32349,32545
32405,32545
32539,32545
32541,32545
32545,22947
32545,27309
32545,38002
32759,32545
32851,32545
32987,32545
33210,32545
33396,33564
33564,30246
33634,32545
33636,32545
33706,32545
33719,19744
33719,32545
33719,32545
33962,32545
35060,32545
35174,25967
35174,32545
35177,32545
35195,29624
35400,32545
35472,32545
35491,32545
35659,32545
35846,32545
35855,33564
35874,11844
35879,4950
36021,12993
36199,32545
36285,11844
36342,15811
36619,29674
36619,37705
37150,19683
37299,32545
37335,11844
3783,32545
3982,32545
4365,32545
5145,32545
5455,32545
577,7590
626,32545
6767,12118
6907,25585
6907,27309
6907,32545
7467,32545
7570,32545
7572,5461
7902,32545
7924,32545
8113,32545
8398,32545
9194,12540
9194,1483
92,33564
9367,11844
9367,32545
9471,11844
9533,32545
9925,1683
993,28207
993,28207
993,32545
12019,32545
12508,32545
1340,32545
1340,32545
14091,32545
14551,33564
14551,33564
14551,37285
