Source,Target
10004,32545
10129,32545
10162,32545
10198,32545
10321,12052
10492,32545
11241,32545
11273,7000
11383,11844
11383,11844
11667,32545
11786,32545
11813,32545
11832,32545
11844,19215
11844,22855
11844,26572
11844,28125
11844,28125
11844,28362
11844,28362
11844,28711
11844,28711
11844,29345
11844,32539
11844,35076
11844,35076
11844,35076
11844,7467
11844,7467
11844,7467
12113,34456
12220,12147
12220,25015
12220,32301
12365,32545
1255,32545
1260,32545
13296,16533
13296,19667
13296,328
13296,3731
13296,38005
13847,32545
13949,32545
14133,1683
14133,32545
14252,32545
14383,32545
14453,32545
1451,11844
14532,32545
14532,32545
14562,32545
14562,32545
14737,32545
14903,8609
14907,32545
14911,32545
15269,12118
15300,32336
15300,32545
15448,32545
15452,32545
15766,1683
15780,28853
15930,11844
16721,24679
1683,11844
1683,32545
1683,32545
1683,32545
1683,32545
1683,32545
1683,32545
17086,32545
17155,32545
17860,32545
19306,32545
19623,32545
19666,11844
1970,32545
20384,32545
22757,32545
22835,32545
22849,32545
22973,32545
23154,32545
23278,12118
23994,32545
24894,32545
25015,32539
25458,12118
25529,32545
25542,11844
25586,32545
25797,32545
25818,32545
25884,32545
25977,32545
25987,32545
26339,32545
26674,12118
26756,32545
26788,32545
26828,32545
27110,12118
27135,32545
27225,32545
27261,32545
27309,32545
27309,32545
27309,32545
27309,32545
27370,32545
277,32545
28089,8295
28125,32545
28207,32545
28394,32545
28837,32545
28853,32545
29205,32545
29220,32545
29231,32545
30032,32545
30106,32545
30106,32545
30107,32545
30107,32545
30167,6113
30417,32545
30417,32545
30994,11844
30994,32290
30994,32545
31021,22160
31025,32545
31332,35107
32290,32545
32290,32545
32290,32545
32301,32545
32303,32545
32324,32545
32502,32545
32539,11427
32539,13875
32539,1556
32539,16033
32539,19748
32539,21845
32539,24556
32539,2640
32539,27335
32539,32290
32539,33776
32539,35240
32539,35400
32539,38089
32539,5476
32539,6596
32545,10405
32545,11844
32545,20313
32545,26335
32545,32340
32545,32387
32545,4364
32545,5161
32694,28357
32813,32545
32851,11844
32851,11844
33393,11844
33658,11487
33776,32545
33894,32545
33915,32545
34199,9558
34210,32539
34245,11844
34660,32545
34660,32545
35093,32545
35367,32545
35466,24647
35535,4328
35602,32545
35743,32545
35777,32545
35823,32545
35846,32545
3614,32545
36525,32545
37299,32545
37382,25015
3982,10002
4328,32545
4434,32545
4487,32545
4537,32545
5003,11844
5145,11844
5145,32545
557,25921
5816,32545
6113,32387
6972,32545
6972,32545
7190,32545
7467,32545
7517,32545
7751,32545
7867,32545
7906,32545
8073,29797
8073,32545
8073,36229
8287,32545
8295,32545
8608,32545
9194,11844
9194,3616
9194,9331
9331,9194
9547,32545
9795,32545
9895,32545
10198,32545
16533,11844
16533,9194
32301,32545
33520,32545
27280,32545
8608,12113
34086,32545
34086,37299
34245,32545
34245,37299
12113,8608
15678,32545
1786,32545
10198,32545
9194,9326
9326,1057
14971,32851
10198,32545
14323,32545
17304,32545
19898,32545
23783,11844
33612,32545
33776,32545
30063,11844
35076,11844
4493,11844
16026,32545
30032,32545
30060,32545
38160,32545
14323,32545
37299,15930
10198,32545
23783,16721
6819,12540
12118,32545
16705,32545
29620,32545
29695,32545
30032,32545
30588,32545
32321,32545
15780,32545
1786,32545
3616,9194
9331,9194
1006,32545
15994,32545
4434,4435
10198,11844
32355,32545
14323,32545
15930,32545
16026,32545
16332,32545
1786,32545
23086,32545
27226,32545
10198,32545
14206,29114
14206,32545
15185,731
29332,32545
8608,12113
19528,32545
26711,32545
15930,32545
31081,32545
34934,32545
28081,32545
24808,32545
7467,35076
10198,32545
30555,29157
33776,32545
1786,32545
13965,32545
20750,1057
20750,9194
29754,11844
31242,32545
14485,32545
25794,24647
25794,32545
36229,32545
10198,32545
11844,1683
1240,32545
26643,32545
35076,11844
13296,328
38171,32545
15731,32545
6819,12540
13296,9194
14323,30567
16533,15807
32539,32545
10198,11844
10198,32545
28630,11844
30063,11844
37374,11844
8608,12113
32324,14168
15780,32545
1786,32545
5178,11383
7467,32545
14971,32851
14971,32851
8608,12113
11025,32545
10198,11844
17304,32545
22731,32545
9194,16533
14206,32545
22999,32545
25794,32545
29214,28688
16153,32545
33576,32545
10198,32545
14323,32545
1786,32545
22855,11844
29345,11844
29645,32545
6819,12540
8608,12113
10960,9194
11844,23707
2144,9194
34086,32545
5816,9194
10198,11844
10198,32545
13296,19426
13296,23568
16153,32545
22855,11844
30461,32545
36229,32545
15226,32545
15780,32545
10198,32545
22855,11844
3627,11844
16026,32545
20477,9365
28372,32545
28372,35855
27162,32545
29132,32545
8608,12113
10198,32545
168,32545
22999,32545
30063,32545
32541,32545
28711,11844
4434,32545
22855,11844
35076,11844
3614,11844
3614,11844
7467,11844
26339,32545
26339,35855
30032,32545
1683,14206
1786,32545
32766,32545
8608,12113
1057,1910
11844,26572
11844,28184
15227,1683
15740,1683
16210,12053
25441,32301
2611,32545
26643,32545
28437,1683
14323,32545
15226,32545
15300,32545
29214,28688
33611,15404
9194,1910
26643,32545
26950,32545
10198,32545
15731,32545
1786,32545
1786,32545
1786,32545
2407,1910
15306,32545
10198,32545
30032,32545
28252,32545
29905,17144
25558,6840
34086,32545
1786,32545
28184,1683
13875,32545
25188,32545
5519,25558
9194,1910
14323,32545
14590,12966
15300,32545
19666,1683
23956,32833
28837,32833
29617,32833
30555,32833
15731,32545
8608,12113
11383,11844
11383,11844
29000,32545
32545,3982
26572,32545
28184,32545
11844,19387
15259,32545
30106,14971
32545,22999
33576,15766
33576,32545
11844,10405
11844,20017
11844,37886
7751,32545
13296,16533
8608,12113
11383,19387
16033,32545
29674,32545
32301,32545
32539,11844
11844,32539
11844,32539
12113,34456
1786,32545
25794,32545
10874,32545
6819,12113
10198,32545
15226,32545
15678,32545
35174,32545
37272,32545
7968,32545
8608,12113
10162,32545
15766,32545
15809,32545
32987,32545
38160,32545
10198,32545
25016,32545
33596,32851
11652,32545
28595,32545
16499,12113
30613,32290
32539,32545
33048,32545
14971,32545
14971,32851
25059,26053
27309,32545
28207,11844
10198,32545
11383,11844
26334,32545
28394,32545
30063,32545
36182,32545
1057,1910
27309,32545
27309,32545
32545,38160
15448,32545
33126,32545
35902,32545
26053,32545
32766,32545
455,11844
759,32545
