Source,Target
1006,32545
10559,27012
10598,32545
11396,35855
11434,32545
11667,32545
11673,32545
11677,32545
11740,15928
11740,25921
11740,25995
11740,33196
11740,35889
11740,6565
11740,8414
11828,35199
11844,12138
11844,13208
11844,19527
11844,22485
11844,24082
11844,24082
11844,24082
11844,30994
11844,31810
11844,34232
11844,4566
1189,20959
12113,12540
12113,34456
12220,19908
12220,32545
12220,32545
12220,32545
12220,32545
12528,32545
12535,12118
13133,12118
13133,1683
13133,1683
13296,1057
13296,12113
13296,24082
13296,24339
13363,12118
13453,32545
13468,32545
13471,32545
13997,32545
14133,32545
14256,16715
14414,32545
14461,32545
14621,12118
14621,12118
14669,32545
1483,1910
14832,1998
14927,1683
14969,32545
14975,24566
151,32545
15103,32545
15103,32545
15103,32545
15103,32545
15125,1683
15260,24566
15306,29220
15497,11844
15497,11844
15497,32545
15557,32545
15609,32545
15930,32545
16026,32545
16027,32545
16087,8609
16153,32545
16153,32545
16153,32545
16721,17528
16722,8608
16726,32545
1683,32545
1683,32545
1683,4721
1692,35199
16943,32545
170,32545
17319,32545
17833,12118
17833,12118
1784,12118
1784,12118
19387,32851
19391,32545
19608,24128
2089,30549
2211,32545
22713,32545
22742,32545
22750,33679
235,15804
24104,20741
24128,11844
24128,22858
24128,9893
24247,32545
24647,32545
25057,32545
25111,32545
25331,32545
25404,32545
25424,32545
25558,31358
25576,32545
25584,32545
25743,32545
25752,25558
25764,32545
25769,32545
25769,32545
258,32545
25848,32545
25848,32545
25857,32545
25888,1744
25967,32545
25987,1683
25987,32545
26136,27012
26332,28499
26508,32545
26563,32545
26786,32545
26943,32545
26946,27012
27095,32545
27309,32545
27727,32387
28046,32545
28048,1683
28099,32545
28207,11844
28420,22027
28667,32545
28684,32545
28858,32545
29078,32545
29132,32545
29231,32545
29231,37299
29308,32545
29387,32545
29534,32545
29549,11844
29549,4700
29645,22525
29717,33393
29717,33393
29905,32545
30167,1401
30224,1683
30237,32545
30461,32545
30966,32545
31025,32545
31025,32545
31025,32545
31025,32545
31025,32545
31025,32545
32336,13296
32539,11844
32539,32545
32545,24082
32545,31810
32547,12118
33210,32545
33393,11844
33393,32545
33393,32545
33393,32545
33393,32545
33393,3641
33393,3641
33393,3641
33817,32545
33871,32545
33928,32539
33930,32545
33958,32545
34456,12113
34764,32545
34935,32545
35060,13296
35060,13296
35060,32545
35100,32545
35100,32545
35107,32545
35165,32545
35372,32545
35827,32545
35846,32545
35855,32545
35855,32545
36138,12118
36138,12118
36138,1683
